start,truth int,fiction type ,film condensed,reality condensed,duration
00:43:56,0,character development,"David breaks down, crying, holds onto his mother. It's awkward.",David didn't cry like that.,77
00:45:13,2,character development,David is upset that as King he cannot marry Wallis.,David wanted Wallis more than kingship.,30
00:45:43,-1,character development,Lionel acts a scene from Shakespeare.,Not in the memoir.,92
00:47:15,3,,Lionel is surprised to have Bertie visit him.,Bertie did have extra duties that kept him away from LIONEL.,165
00:50:00,-1,,We learn Bertie was bullied by his family & nurse.,We don't know.,367
00:56:07,2,character development,Elizabeth is unhappy that Wallis has ordered old trees to be felled.,A similar incident happened at Windsor.,51
00:56:58,3,,Elizabeth snubs Wallis due to lapse in protocol.,Wallis broke protocol in doing so.,57
00:57:55,0,dramatic license,Elizabeth & Churchill speak. Churchill doesn't like Wallis.,Churchill was on David's side.,29
00:58:24,2,,Wallis calls to David to fetch her more wine. ,David doted on Wallis.,15
00:58:39,1,character development,"David tells Bertie he plans to marry Wallis. Bertie is shocked, stammers.",Their conversations aren't in the memoir.,140
01:00:59,-1,dramatic license,Bertie dejected over his lack of progress. Is encouraged to swear.,Not in the memoir. No mention of fuckety-fuck.,94
01:02:33,0,dramatic license,Lionel encourages Bertie to step up & be great. Bertie offended.,Lionel wasn't involved. No such scene.,145
01:04:58,3,,David must abdicate if he marries a commonwoman.,If David married Wallis he must abdicate.,88
01:06:26,2,character development,"Lionel at home, upset. His concerned wife offers support.",Myrtle supported Lionel in his work. Did know he had a royal client.,54
01:07:20,-1,dramatic license,"Lionel waits to see Bertie, is sent away.",Not in the memoir.,43
01:08:03,0,dramatic license,Churchill suggests Bertie take over as King.,Nope. Churchill supported his brother David.,81
01:09:24,3,,"David wants to marry Wallis, no matter what.",David chose Wallis over kingship.,46
01:10:10,3,,David abdicates.,David abdicated 10th Dec 1936.,100
01:11:50,2,dramatic license,Bertie speaks disastrously before the Accession Council.,The declaration was halting but not disastrous.,103
01:13:33,3,,Elizabeth & kids pack their rocKing horses.,Bertie's daughters had rocking horses.,21
01:13:54,3,,Bertie arrives. His daughters curtsy.,Bertie adored his daughters.,39
01:14:33,3,,Bertie breaks down. He doesn't want to be King.,Bertie cried when he found out he had to be king.,123
01:16:36,3,,"Posters line the streets: ""Stand by our King""",David had a lot of supporters.,10
01:16:46,-1,dramatic license,Bertie & Elizabeth visit Lionel's home.,Not in the memoir.,56
01:17:42,1,character development,Bertie & Lionel apologise to each other.,There was no big apology.,123
01:19:45,0,dramatic license,Myrtle arrives home to find Elizabeth sitting at her table.,"Nope, but Lionel's family did meet the royals on several occasions..",62
01:20:47,0,dramatic license,Lionel introduces the King to his stunned wife.,Nope. Myrtle already knew he was working with the king.,38
01:21:25,3,,Bertie & Lionel enter Westminister Abbey to rehearse the coronation.,Lionel & Bertie rehearsed in the abbey.,59
01:22:24,2,character development,Bertie insists Lionel sits in the King's box. Lang is unhappy.,Lionel & Myrtle sat in the royal box.,39
01:23:35,3,,Lionel & Bertie rehearse in the abbey.,Lionel & Bertie rehearsed in the abbey.,41
01:24:16,1,dramatic license,"Lang has Lionel vetted, challenges his qualifications.",Lionel never misrepresented himself. Was not challenged by LANG.,191
01:23:03,1,dramatic license,Lionel requests Lang clear the premise. Lang is indignant.,Bertie insisted on Lionel.,32
01:27:27,0,dramatic license,Lionel slouches in the royal chair. Bertie is enraged.,Lionel was too deferent for this behaviour.,64
01:28:31,3,,Lang informs Lionel he's being replaced. Bertie asserts his authority.,Lang did suggest an alternative. Bertie insisted on Lionel.,60
01:29:31,3,,Lionel & Bertie rehearse. It goes well.,Bertie was pleased with his progress.,93
01:31:52,3,,HITLER speaking at Nuremberg.,Hitler spoke at Nuremberg.,48
01:31:04,3,character development,The coronation went well.,Yep. The coronation went well.,48
01:32:40,2,dramatic license,Prime Minister Baldwin resigns over handling of Hitler.,Baldwin resigned.,67
01:33:47,3,,War is announced.,Chamberlain announced war 3rd Sep 1939.,50
01:34:37,3,,Bertie must give a long speech to the nation. He calls for Lionel.,Lionel was summoned for the address.,34
01:35:11,3,,Lionel's son drives him to the palace.,Laurie drove Lionel to the palace.,174
01:38:05,3,,They have just 40m to broadcast.,They had 40m to rehearse.,14
01:38:19,2,dramatic license,"Bertie's confidence is low, does some practices.",Bertie crammed in some practise.,18
01:38:37,1,dramatic license,Bertie in the state room. Churchill offers support.,Churchill wasn't involved.,101
01:40:18,2,character development,Broadcast room has been redecorated.,Lionel took care of the broadcast setting.,90
01:41:48,3,,Lionel stands right in front of him. Bertie thanks him.,Lionel supported Bertie throughout. & stood right with him.,47
01:42:35,3,,The broadcast goes smoothly.,The speech went smoothly.,308
01:47:43,3,,"Lionel says he did ""quite well""",Bertie was congratulated.,34
01:48:17,2,dramatic license,Bertie is applauded as he poses for an official photo.,Bertie posed for 'the' photo afterwards. Officials were not there.,33
01:48:50,3,,Bertie thanks & congratulates Lionel,Bertie remained grateful to Lionel.,39
01:49:29,3,,"Elizabeth enters, is proud & relieved.",Elizabeth was a proud wife.,29
01:49:58,0,dramatic license,Bertie received contratulations from officials.,Those officials weren't present.,96
01:51:34,3,,Title: Bertie made Lionel a CVO. Remained friends etc.,"Lionel got a CVO, remained close to Bertie.",31
