start,truth int,fiction type ,film condensed,reality condensed,duration
01:03:38,3,,He fakes it through as a doctor. ,Ron dressed up to get through customs. ,28
01:04:06,2,dramatic license,"Ron injects InterfeRon, has a heart attack. ",Ron injected unknown drugs.,47
01:04:53,2,,"In hospital, Ron wakes to questions from Sevard, Barkley. ",The FDA went after Ron.,107
01:06:40,2,character development ,Ron & Rayon leave. ,Ron refused hospital treatment.,6
01:06:46,2,character development ,Eve defends buyers clubs to Sevard.,Many doctors supported buyers clubs.,31
01:07:17,3,,FDA confiscate Ron's InterfeRon. ,The FDA confiscated Ron's drugs.,30
01:07:47,2,dramatic license,Montage - Ron travels the world to source InterfeRon. ,Ron imported internationally. ,29
01:08:16,2,,Eve is concerned about the safety of Ron's club. ,Some doctors worked with buyers clubs.,97
01:09:53,2,narrative cohesion,Sevard's trial patients have abandoned him.,Patients often switched from hospitals to clubs.,20
01:10:13,3,,"A woman joins the buyers club, the first. ",People queued up for drugs.,12
01:10:25,-1,,Ron asks secretary Denise about the woman.,Not public knowledge.,16
01:10:41,-1,,Everyone can hear Ron & woman having sex.,Not public knowledge.,11
01:10:52,-1,,Ron & woman have desperate sex. ,Not public knowledge.,15
01:11:07,-1,,"Ron walks to his office, he's doing well. ",Not public knowledge.,15
01:11:22,0,character development,He finds Rayon off her face on drugs. ,Rayon was fictional.,50
01:12:12,3,,The IRS audit the club. Ron's not happy. ,Ron's club got audited.,26
01:12:38,3,,News hits of AIDS-drug protests. ,People protested for action.,19
01:12:57,3,,"Ron takes his meds, looks well. ",Ron felt positive about his self-medication.,30
01:13:27,0,character development,"Ron dresses up for a date, takes his painting along. ",Rayon was fictional.,37
01:14:04,0,character development,"He meets Eve, gives her the painting. ",Eve was fictional. ,27
01:14:31,0,dramatic license,Asks Eve to spy on Sevard.,Eve & Sevard were fictional. ,40
01:15:11,-1,,They talk about their families.,Not public knowledge.,149
01:17:40,-1,,"At the office, Ron annoyed by Rayon's pictures of hot guys.",Ron's sexuality/homophobia is contested. ,21
01:18:01,0,character development,Eve contemplates the painting. ,Eve was fictional. ,9
01:18:10,3,,"Barkley & police raid the club, confiscate the drugs.",Ron got raided frequently. ,89
01:19:39,3,,Ron demands a restraining order against govt. & FDA.,Ron filed restraining orders.,15
01:19:54,3,,New regulations make buyers clubs illegal.,The FDA cracked down.,39
01:20:33,3,,Ron tries to get doctors to prescribe his meds.,Ron had a string of suppliers. ,20
01:20:53,1,dramatic license,Rayon tells Ron they're broke. ,Rayon was fictional.,76
01:22:09,0,character development,Tucker gives his father the meds Ron sent him.,Tucker was fictional.,44
01:22:53,-1,,Ron is offered a free property for his growing club. ,Not public knowledge.,24
01:23:17,1,character development,Rayon snorts lines. She & Ron recruit members. ,Rayon was fictional.,38
01:23:55,0,character development,Rayon begs her father for money. ,Rayon was fictional.,124
01:25:59,3,,Ron can't get prescriptions since the new regs.,The FDA cracked down.,9
01:26:08,0,character development,"Rayon, distressed, looks into the mirror. ",Rayon was fictional.,34
01:26:42,3,,"Ron tries another doctor, no luck. ",The FDA cracked down.,12
01:26:54,0,character development,Rayon puts a fat cash envelope on Ron's desk. ,Rayon was fictional.,39
01:27:33,1,character development,"Ron questions her, then thanks her. ",Rayon was fictional.,53
01:28:26,0,character development,"Ron asks Eve for prescriptions, she refuses.",Eve was fictional. ,81
01:29:47,0,dramatic license,Rayon is in a bad way. Boyfriend SUNNY takes her to hospital.,Rayon was fictional.,58
01:30:45,3,,"Ron visits Vass, arranges more smuggling. ",Ron met a doctor in Mexico.,54
01:31:39,0,dramatic license,"Eve visits Rayon, who is unconscious. ",Rayon was fictional.,39
01:32:18,-1,,Ron follows a light into a room of butterflies. ,Not public knowledge.,56
01:33:14,0,dramatic license,Rayon takes her last few breaths. ,Rayon was fictional.,14
01:33:28,1,character development,"Ron on a plane, writing scripts on a pad he stole from Eve. ",Ron went international.,10
01:33:38,2,dramatic license,Ron questioned at US customs. ,Ron was stopped at customs. ,42
01:34:20,0,dramatic license,Denise tells Ron about Rayon. He goes to her.,Rayon was fictional.,23
01:34:43,0,dramatic license,"Ron arrives too late, Rayon is dead.",Rayon was fictional.,19
01:35:02,1,character development,Ron storms down the hallway. ,Ron was angry.,11
01:35:13,1,"dramatic license, character development","He finds Sevard, accuses him of murder through AZT. ",Ron didn't attack a doctor. ,40
01:35:53,-1,,"Ron drives home, dejected. ",Not public knowledge.,17
01:36:10,-1,,Ron breaks down in fRont of a prostitute. ,Not public knowledge.,47
01:36:57,3,,Men are queuing outside the new office. ,Ron had 4000 customers.,23
01:37:20,-1,,Ron tells Denise to sell his car to get two guys treatment. ,Not public knowledge.,44
01:38:04,2,character development,Ron & Eve fight about Rayon's treatment. He gives her a Lancet study. ,The Lancet published concerns about AZT.,72
01:39:16,0,character development,"Eve goes home, gets mad, smashes up her wall. ",Eve was fictional. ,59
01:40:15,3,,Eve instructs nurse to lower patients' AZT to min. dosage. ,The AZT dose was lowered.,16
01:40:31,3,,Ron decides to take his case higher after restraining order application failed. ,Ron campaigned against AZT.,34
01:41:05,0,character development,Eve drops anti-AZT flyers around the hospital.,Eve was fictional. ,10
01:41:15,3,,Ron interrupts Barkley speaking at a support group. They argue. ,Ron was a thorn in the FDA's side.,80
01:42:35,0,character development,The hospital push Eve to resign. She insists they fire her. ,Eve was fictional. ,32
01:43:07,1,character development,Ron & Eve talk. ,Eve was fictional. ,138
01:45:25,0,character development,Eve adjusts the painting to hang straight. ,Eve was fictional. ,32
01:45:57,3,,"Ron's drugs have run out, his health is failing. ",Ron felt worse off Peptide T.,18
01:46:15,-1,,"He wanders, dazed, into a busy road. Police arrive. ",Not public knowledge.,54
01:47:09,0,dramatic license,Tucker guides Ron to safety.,Tucker was fictional.,18
01:47:27,0,dramatic license,Tucker gives Ron his father's meds. ,Tucker was fictional.,32
01:47:59,3,,Ron arrives at the US District Court. He's weak. ,Ron took the FDA to court.,16
01:48:15,3,,"Ron's case is dismissed, despite judge's sympathy. ",The judge ruled against him. ,79
01:49:34,0,character development,Eve gets the news. ,Eve was fictional. ,5
01:49:39,3,,"Ron flies home, hopeless. ",Ron couldn't beat the government. ,5
01:49:44,3,,Ron's people welcome him back with applause. ,Ron was a folk hero. ,39
01:50:23,3,,The FDA later allowed Ron his meds for personal use. ,FDA allowed Ron Peptide T. ,7
01:50:30,0,dramatic license,"He rides a bull, crowds cheer. ",Ron didn't ride bulls.,79
01:51:49,3,,"He died 1992, 7yrs after diagnosis. ",Ron died 1992.,16
01:52:05,3,,Low-dose AZT later saved millions of lives.,AZT still used today.,9
