start,truth int,fiction type ,film condensed,reality condensed,duration
00:26:43,1,,"Dorothy & Mary wait for Katherine, drive home together. ",They didn't share the commute. ,113
00:28:36,3,,"Katherine gets home, talks to her mother. ",She lived with her mother at some point. ,68
00:29:44,3,,Katherine talks to her 3 children.,She had three kids with her first husband. ,156
00:32:20,3,,The pastor at church introduces Johnson. ,Katherine met Johnson in church. ,71
00:33:31,-1,,Mary & Jackson argue about the training program. ,We couldn't find sources for this. ,80
00:34:51,2,,Katherine & Johnson talk at a church lunch. ,They did attend meet through church. ,84
00:36:15,-1,,"Johnson asks Katherine about work, unintentionally insults her. ",She was private about her private life. ,84
00:37:39,-1,,Glenn insists on meeting the black staff as well as the white. ,We couldn't find sources for this. ,104
00:39:23,1,,Katherine discovers the coffee table has been segregated. ,This didn't happen. ,27
00:39:50,0,,"Katherine makes out a redacted word, has a lightbulb moment. ",Not in the book. ,58
00:40:48,0,,They have to smash the wall to fit the IBM in the room. ,Not in the book. ,32
00:41:20,3,,Dorothy asks Vivian about the IBM.,Dorothy was keen to learn all there was to know about the IBM. ,88
00:42:48,3,,Katherine cracks the numbers for Shepard's trajectory. ,She did the calcs for his mission. ,70
00:43:58,0,,Katherine is questioned about the information she used. ,Not in the book. ,132
00:46:10,2,,"Katherine, Mary & Dorothy take lunch in the black canteen.",The canteens were segregated. ,30
00:46:40,3,,Mary needs an extension course to apply for the program. ,She had to do the course to get onto the training program. ,49
00:47:29,2,,Dorothy tells Mary to petition for access to the extension course. ,"As a black woman, Mary needed permission to attend classes.",36
00:48:05,1,,"The women bake, drink hooch & dance. ",The three women didn't hang out much. ,59
00:49:04,2,,Dorothy & sons see an anti-segregation protest.,Protests were everywhere in the 1960s. ,28
00:49:32,1,,Dorothy is thrown out of the white section of the library.,Not in the book. ,44
00:50:16,1,,Dorothy has stolen the book she was after. ,Not in the book. ,50
00:51:06,1,,Dorothy invites Johnson to a party so he can talk to Katherine. ,Not in the book. ,34
00:51:40,-1,,Johnson apologises to Katherine for his earlier comments. ,She was private about her private life. ,114
00:53:34,3,,Yuri Gagarin becomes the first man in space.,He won the title in 1961 when he orbitted the earth. ,23
00:53:57,3,,The NASA team watch TV footage of Russia's win. ,They followed every second. ,30
00:54:27,3,,Harrison tells his team it's game on. ,"JFK promised the USA would get to the moon, the pressure was on. ",114
00:56:21,3,,Katherine calls home to say she'd be late. ,Johnson understood Katherine's commitment. ,28
00:56:49,3,,"Montage of testing, calcs, press conferences...","It took 1.2m tests, calcs, experiments etc to get the US into space. ",9
00:56:58,3,,Mary petitions the court.,She filed with the City of Hampton. ,81
00:58:19,2,,Dorothy sneaks into the IBM room to figure out the programming.,"She did learn the programming, but she didn't have to 'sneak'. ",47
00:59:06,2,,Dorothy starts teaching her 'girls' to program the IBM.,Dorothy did train others to use the IBM. ,22
00:59:28,3,,Mary tells her boss she got a court date.,Czarnecki supported her application. ,13
00:59:41,1,,"The IBM wasn't working, Dorothy fixes it. ",It was working fine. ,23
01:00:04,2,,Katherine runs to the black bathrooms in torrential rain.,Katherine never used the black bathrooms. ,69
01:01:13,1,,Katherine rages to Harrisson about the injustices of segregation. ,She didn't personally experience the effects of racism at Langley. ,116
01:03:09,1,,Harrison removes the 'coloured' label from the coffee pot.,The directors themselves didn't remove any labels. ,20
01:03:29,0,,Harrison smashes the 'coloured bathroom' signs. ,"The NASA directors didn't smash any signs, but they were removed.",66
01:04:35,-1,,"Katherine & Johnson eat with the family, she has flu.",She was private about her private life. ,58
01:05:33,3,,Shepard launches. ,His flight lasted 15m22s & covered 303miles. ,25
01:05:58,3,,The launch is a success.,Everybody celebrated. ,134
01:08:12,3,,Harrrison congratulated the team.,We're assuming NASA bigwigs congratulated their teams. ,33
01:08:45,2,,Johnson & Katherine kiss for the first time. ,"At some stage yeah, likely. ",77
01:10:02,3,,4 white men are arrested for bombing a freedom rider bus.,It happened in May 1961.,39
01:10:41,3,,Mary wins her court case.,The City granted her special access to the course.,165
01:13:26,3,,Katherine adds her name to a report.,Her name was one of few women's to be included on a report at the time.,24
01:13:50,3,,Katherine persuades Harrison to let her work on Glenn's trajectory.,The bosses trusted her to get it right. ,65
01:14:55,2,,Stafford tears the author page off the report.,Women didn't author reports.,10
01:15:05,3,,Grissom's Liberty Bell 7 sinks in the ocean. ,It wasn't salvaged until 1999. ,43
01:15:48,3,,Harrison points out it's worth the money to get ahead of Russia.,NASA's budget was crazy high at the time.,48
01:16:36,3,,They try to figure out getting Glenn back down from orbit.,This was the toughest calculation to date. ,123
01:18:39,3,,"Katherine begs to attend briefings, is turned down.",She was initially told no. ,29
01:19:08,0,,Dorothy singlehandedly gets the IBM working.,A whole team worked on getting the IBM going. ,52
01:20:00,3,,"Katherine asks, again, to attend briefings. ","Again, her plea is rejected. ",34
01:20:34,3,,Katherine adds her name to a report.,Her name was one of few women's to be included on a report at the time.,15
01:20:49,2,,Stafford & Katherine argue about the names on the report.,Women didn't author reports.,23
01:21:12,3,,Finally Katherine is allowed to attend briefings.,The engineers eventually got sick of her asking & said yes. ,67
01:22:19,0,,Katherine wows a room of bigwigs with her calcs.,Not in the book. ,242
01:26:21,3,,Harrison tells the IBM guys to find more programmers.,The IBM needed a huge team of programmers. ,31
01:26:52,2,,Dorothy is officially assigned to the IBM.,She ended up in the IBM team. ,60
01:27:52,0,,Dorothy's team file over to the IBM room.,A throwback to an earlier movie. ,59
01:28:51,2,,Harrison reminds Stafford to play nicely. ,NASA nurtured genius. ,51
01:29:42,-1,,Jackson & Mary share a tender moment. ,We don't know much about Mary's relationship with her husband. ,74
01:30:56,2,,Mary enters a classroom of white men. ,"She was the first & only woman, & black person, in those classes. ",51
01:31:47,3,,Katherine uses Euler's method to crack the trajectory.,Katherine did use Euler's method to calculate the trajectory they needed. ,103
01:33:30,3,,Katherine omits her name from the report. ,Women computers' names were usually left off reports. ,11
01:33:41,2,,Dorothy & Vivian have an awkward chat in the ladies'. ,Desegration was uncomfortable. ,150
01:36:11,2,,Johnson proposes to Katherine in front of her family.,"We don't know how the proposal went down, but it did happen. ",93
01:37:44,3,,Glenn prepares for launch.,He had days' worth of preparation for the launch.,23
01:38:07,1,,Harrison tells Katherine she's no longer needed now they have the IBM.,The IBM needed humans & vice versa. ,92
01:39:39,1,,Ruth hands Katherine pearls from Harrison.,Harrison didn't give Katherine pearls. ,64
01:40:43,2,,Katherine's wedding day.,This was her second marriage.,28
01:41:11,2,,The women tune in to watch Glenn's launch.,Unprecedented numbers tuned it to follow the event. ,25
01:41:36,2,,Glenn refuses to take off without Katherine checking the numbers.,He trusted Katherine more than the IBM.,66
01:42:42,2,,Katherine rushes through the numbers last minute.,"She did check the numbers, but not last minute. ",126
01:44:48,2,,Katherine races to get the numbers to control.,Katherine confirmed Glenn's numbers.,74
01:46:02,0,,Harrison gives Katherine a pass for the control room.,Not in the book. ,34
01:46:36,3,,"With the numbers confirmed by Katherine, Glenn is happy to launch.",Glenn trusted her calcs totally. ,60
01:47:36,3,,The launch is a success.,Glenn launched at 9.47am on Feb 20th 1962 & made it into orbit. ,103
01:49:19,2,,Dorothy finally gets her supervisor title.,"It happened earlier than this, but she waited 2yrs for it. ",85
01:50:44,3,,A heat shield warning light appears in Glenn's capsule.,Glenn was in huge danger. ,48
01:51:32,3,,Communication is lost & a fireball consumes the capsule.,Glenn prepared himself for death at that point. ,187
01:54:39,3,,"Glenn makes it, splashes down safely. ",Glenn came back online 14m after losing the protective rocket pack. ,119
01:56:38,2,,Harrison asks Katherine if they can get to the moon next.,Katherine was kept on board for the moon mission.,37
01:57:15,3,,The three women had amazing careers.,All achieved big things. ,50
01:58:05,3,,Katherine won the Presidential Medal of Freedom at 97 years old.,She was given the country's highest honour in 2015.,68
