start,truth int,fiction type ,film condensed,reality condensed,duration
01:38:45,3,,The guys cause trouble with the stewardess.,"Belfort harassed Franca, a stewardess. ",77
01:40:02,3,,Belfort wakes up to find himself tied down.,Belfort was tied down with 4 seatbelts.,30
01:40:32,3,,Flashback: Belfort humps the stewardess like a dog.,Belfort groped & tongued his way through the flight.,15
01:40:47,3,,Azoff tries to calm his boss down.,Porush tried to calm Belfort down.,48
01:41:35,3,,Belfort is released in Switzerland.,Handali probably made the charges go away. ,17
01:41:52,3,,They meet the Swiss banker.,Belfort & Handali met in the bank hallway. ,24
01:42:16,3,,Meeting between the gang & Swiss banking team.,There was such a meeting.,9
01:42:25,0,Dramatic license. ,Subtle power struggle between SAUREL & BELFORT.,Handali & Belfort got along great.,167
01:45:12,3,,Belfort visits Aunt Emma. She agrees to open a Swiss bank account.,Aunt Patricia opened an account for Belfort. ,44
01:45:56,0,Dramatic license.,Aunt Emma kinda kiss.,No kiss.,148
01:48:24,3,,BELFORT & NAOMI have sex amidst piles of cash. ,A $3m pile of cash. ,10
01:48:34,2,Dramatic license.,The gang smuggle cash into Switzerland.,Cash was taped to Chantalle. Porush wasn't there. ,94
01:50:08,0,Dramatic license.,Azoff is punched out.,Porush (Azoff) wasn't there.,41
01:50:49,3,,They smuggle cash over many trips.,Chantalle & her family smuggled millions in cash. ,45
01:51:34,2,,"Azoff does a cash drop, pretending to be high.",Porush turned up actually stoned.,37
01:52:11,1,Characterisation.,Azoff starts an argument.,Garret got aggressive. ,122
01:54:13,3,,Briefcase dropped. Cash everywhere. Brad arrested.,Garret was arrested. ,27
01:54:40,1,Story coherence/dramatic license.,Azoff tries to distract Belfort with ancient top-strength Quaaludes.,Belfort sources ancient quaaludes from a retired pharmacist. ,44
01:55:24,3,,Belfort purges.,Belfort cleared his system to prep for a unique high.,12
01:55:36,3,,Belfort & Azoff takes the drugs. But they seem to be duds. Take more.,Quaaludes took a while to kick in. The P.I. called. ,80
01:56:56,2,,Belfort's PI wants him to call on a public phone.,Bo Dietl did make this call. ,34
01:57:30,2,Dramatic license. ,Belfort drives to country club to make the call.,P.I. told Belfort the FBI were onto his Swiss accounts. Quaaludes kicked in. Drove home barely able to speak or move.,84
01:58:54,3,,Quaaludes kick in. Belfort can't talk or walk.,"Quaaludes kicked in, hard.",180
02:01:54,,Dramatic license. ,Noami calls. Azoff is wasted too.,"Nadine didn't call, Porush wasn't on the phone to Saurel. ",53
02:02:47,3,,"BELFORT drives home, a drooling wreck. ",Belfort did drive home totally wasted.,14
02:03:01,-1,Dramatic license. ,Azoff wasted.,Not in the book. ,18
02:03:19,3,,BELFORT pulls up. Car unscathed. ,Belfort thought he made it home unscathed. ,14
02:03:33,,Dramatic license. ,Huge scene at Belfort's house.,No interaction with Porush at this point.,102
02:05:15,1,Dramatic license/story coherence.,Azoff chokes on ham. Belfort almost doesn't save him.,Belfort saved a different man from the same fate. ,123
02:07:18,3,,Police wake Belfort.,The police turned up.,47
02:08:05,3,,Car is smashed up.,Car was totalled. ,7
02:08:12,1,Dramatic license.,Flashbacks to Belfort real Lamborghini drive home.,"Belfort had smashed into 7 cars on his drive home, but his car was a Mercedes.",27
02:08:39,3,,Belfort questioned but no evidence.,Belfort arrested but weak evidence couldn't hold him.,21
02:09:00,0,Dramatic license.,Brad arrested. won't snitch.,Garret cooporated with the FBI. ,10
02:09:10,2,Story coherence.,Mad Max tells him to cut a deal with the SEC.,Belfort cut a deal with the SEC. ,89
02:10:39,1,Dramatic license.,Belfort steps down. Then changes his mind.,Belfort stepped down from Stratton Oakmont.,395
02:17:14,0,Dramatic license.,FBI hear Belfort has not stepped down.,Belfort did step down. ,17
02:17:31,-1,Dramatic license?,Brad died 2 years later.,No info on Garret's level of aliveness. ,39
02:18:10,3,,Subpoaenas roll in.,Plenty of Stratton subpoenas. Porush pissed on piles of them. ,33
02:18:43,1,Dramatic license.,Montage of interrogations. Nobody cracks.,2 of 14 cracked under questioning.,85
02:20:08,3,,Belfort hides in Italy. Steve Madden tries to unload shares.,Steve Madden did try to steal Belfort's shares. ,106
02:21:54,3,,Aunt Emma has died.,Aunt Patricia died.,52
02:22:46,2,Dramatic license.,They have to get to Switzerland ASAP.,Belfort ordered the captain to sail through chop while on vacation in Italy. ,218
02:26:24,3,,Major storm. Yacht destroyed.,Yacht was wrecked off Sardinian coast. All onboard were rescued.,79
02:27:43,3,Dramatic license. ,Party on Italian ship.,Italian navy threw them a party after the rescue. ,18
02:28:01,2,Story coherence. ,Belfort watches his plane explode.,Belfort's private jet exploded a few days later.,34
02:28:35,1,Dramatic license. ,Belfort shooting get-rich-quick infomercial.,FBI arrested Belfort at home. ,100
02:30:15,3,,Belfort has been to rehab. Dry to 2 years.,Belfort did a succesful stint in rehab. ,9
02:30:24,3,,Rugrat & Surel arrested in Miami.,Handali arrested while visiting clients in Miami.,24
02:30:48,3,,Saurel arrested.,Handali arrested for money laundering. ,3
02:30:51,-1,Dramatic license. ,Beni Hana & money laundering.,Not in the book. ,24
02:31:15,3,,Saurel ratted out Belfort & Chantalle.,"Handali had an affair with Chantalle, ratted her & Belfort out.",26
02:31:41,3,,Belfort's bail is $10m.,Belfort's bail set at $10m. ,28
02:32:09,-1,Characterisation.,AZOFF visits BELFORT at home. ,Not in the book. ,29
02:32:38,2,,BELFORT shows AZOFF his ankle monitor.,Belfort was placed under house arrest.,8
02:32:46,0,Characterisation.,Belfort worried about money. Azoff says firm will supoort him.,Those two were more colleagues than friends.,88
02:34:14,3,,Belfort sober.,Belfort attended rehab & was sober for a while.,38
02:34:52,3,,FBI want Belfort to rat.,Belfort ratted on everybody. ,108
02:36:40,3,,Noami wants a divorce. Belfort becomes violent.,Belfort crashed with his daughter in the car following a fight about custody. Nadine divorced him. ,459
02:44:19,3,,Belfort wears a wire.,Belfort wore a wire under FBI orders.,18
02:44:37,3,,Beflort agrees to rat.,Belfort ratted on everybody. ,19
02:44:56,2,,"Beflort, wired, meets everyone.",Belfort ratted on everybody. ,26
02:45:22,1,Dramatic license. ,Belfort slides Azoff a note warning he's wearing a wire.,"Belfort slid Dave Beall such a note, not Porush. ",94
02:46:56,2,Dramatic license. ,Belfort has a visitor.,FBI arrested Belfort at home. ,25
02:47:21,3,,FBI arrest Belfort at home.,The FBI got Belfort at his home.,4
02:47:25,3,,He going to jail.,Belfort was eventually given jail time.,40
02:48:05,2,,Azoff caught as FBI storm the office.,Porush was indicted & arrested. ,49
02:48:54,3,,Belfort is idolised.,Belfort's people saw him as the diety of Stratton Disneyland.,25
02:49:19,2,Dramatic license.,Belfort sentenced to 36 months.,"Sentenced to four years in prison, served 22 months. ",49
02:50:08,3,,FBI agent Denham sees Belfort has been sent down.,Coleman finally caught Belfort after years of single-handed hunting.,26
02:50:34,0,Dramatic license. ,BELFORT on prison bus. Scared. ,Belfort walked into the institution to self-surrender.,18
02:50:52,3,,BELFORT playing tennis with other inmates in cushy rich-persons' prison. ,"The prison had tennis, fresh healthy meals, & plenty of socialising.",29
02:51:21,3,,Belfort presents seminar in NZ.,Belfort is a highly succesful motivational speaker & consultant.,103
