,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
92,3,,"A woman joins the buyers club, the first. ",People queued up for drugs.,12,1:10:13,1:10:25
93,-1,,Ron asks secretary Denise about the woman.,Not public knowledge.,16,1:10:25,1:10:41
94,-1,,Everyone can hear Ron & woman having sex.,Not public knowledge.,11,1:10:41,1:10:52
95,-1,,Ron & woman have desperate sex. ,Not public knowledge.,15,1:10:52,1:11:07
96,-1,,"Ron walks to his office, he's doing well. ",Not public knowledge.,15,1:11:07,1:11:22
97,0,character development,He finds Rayon off her face on drugs. ,Rayon was fictional.,50,1:11:22,1:12:12
98,3,,The IRS audit the club. Ron's not happy. ,Ron's club got audited.,26,1:12:12,1:12:38
99,3,,News hits of AIDS-drug protests. ,People protested for action.,19,1:12:38,1:12:57
100,3,,"Ron takes his meds, looks well. ",Ron felt positive about his self-medication.,30,1:12:57,1:13:27
101,0,character development,"Ron dresses up for a date, takes his painting along. ",Rayon was fictional.,37,1:13:27,1:14:04
102,0,character development,"He meets Eve, gives her the painting. ",Eve was fictional. ,27,1:14:04,1:14:31
103,0,dramatic license,Asks Eve to spy on Sevard.,Eve & Sevard were fictional. ,40,1:14:31,1:15:11
104,-1,,They talk about their families.,Not public knowledge.,149,1:15:11,1:17:40
105,-1,,"At the office, Ron annoyed by Rayon's pictures of hot guys.",Ron's sexuality/homophobia is contested. ,21,1:17:40,1:18:01
106,0,character development,Eve contemplates the painting. ,Eve was fictional. ,9,1:18:01,1:18:10
107,3,,"Barkley & police raid the club, confiscate the drugs.",Ron got raided frequently. ,89,1:18:10,1:19:39
108,3,,Ron demands a restraining order against govt. & FDA.,Ron filed restraining orders.,15,1:19:39,1:19:54
109,3,,New regulations make buyers clubs illegal.,The FDA cracked down.,39,1:19:54,1:20:33
110,3,,Ron tries to get doctors to prescribe his meds.,Ron had a string of suppliers. ,20,1:20:33,1:20:53
111,1,dramatic license,Rayon tells Ron they're broke. ,Rayon was fictional.,76,1:20:53,1:22:09
112,0,character development,Tucker gives his father the meds Ron sent him.,Tucker was fictional.,44,1:22:09,1:22:53
113,-1,,Ron is offered a free property for his growing club. ,Not public knowledge.,24,1:22:53,1:23:17
114,1,character development,Rayon snorts lines. She & Ron recruit members. ,Rayon was fictional.,38,1:23:17,1:23:55
115,0,character development,Rayon begs her father for money. ,Rayon was fictional.,124,1:23:55,1:25:59
116,3,,Ron can't get prescriptions since the new regs.,The FDA cracked down.,9,1:25:59,1:26:08
117,0,character development,"Rayon, distressed, looks into the mirror. ",Rayon was fictional.,34,1:26:08,1:26:42
118,3,,"Ron tries another doctor, no luck. ",The FDA cracked down.,12,1:26:42,1:26:54
119,0,character development,Rayon puts a fat cash envelope on Ron's desk. ,Rayon was fictional.,39,1:26:54,1:27:33
120,1,character development,"Ron questions her, then thanks her. ",Rayon was fictional.,53,1:27:33,1:28:26
121,0,character development,"Ron asks Eve for prescriptions, she refuses.",Eve was fictional. ,81,1:28:26,1:29:47
122,0,dramatic license,Rayon is in a bad way. Boyfriend SUNNY takes her to hospital.,Rayon was fictional.,58,1:29:47,1:30:45
123,3,,"Ron visits Vass, arranges more smuggling. ",Ron met a doctor in Mexico.,54,1:30:45,1:31:39
124,0,dramatic license,"Eve visits Rayon, who is unconscious. ",Rayon was fictional.,39,1:31:39,1:32:18
125,-1,,Ron follows a light into a room of butterflies. ,Not public knowledge.,56,1:32:18,1:33:14
126,0,dramatic license,Rayon takes her last few breaths. ,Rayon was fictional.,14,1:33:14,1:33:28
127,1,character development,"Ron on a plane, writing scripts on a pad he stole from Eve. ",Ron went international.,10,1:33:28,1:33:38
128,2,dramatic license,Ron questioned at US customs. ,Ron was stopped at customs. ,42,1:33:38,1:34:20
129,0,dramatic license,Denise tells Ron about Rayon. He goes to her.,Rayon was fictional.,23,1:34:20,1:34:43
130,0,dramatic license,"Ron arrives too late, Rayon is dead.",Rayon was fictional.,19,1:34:43,1:35:02
131,1,character development,Ron storms down the hallway. ,Ron was angry.,11,1:35:02,1:35:13
132,1,"dramatic license, character development","He finds Sevard, accuses him of murder through AZT. ",Ron didn't attack a doctor. ,40,1:35:13,1:35:53
133,-1,,"Ron drives home, dejected. ",Not public knowledge.,17,1:35:53,1:36:10
134,-1,,Ron breaks down in fRont of a prostitute. ,Not public knowledge.,47,1:36:10,1:36:57
135,3,,Men are queuing outside the new office. ,Ron had 4000 customers.,23,1:36:57,1:37:20
136,-1,,Ron tells Denise to sell his car to get two guys treatment. ,Not public knowledge.,44,1:37:20,1:38:04
137,2,character development,Ron & Eve fight about Rayon's treatment. He gives her a Lancet study. ,The Lancet published concerns about AZT.,72,1:38:04,1:39:16
138,0,character development,"Eve goes home, gets mad, smashes up her wall. ",Eve was fictional. ,59,1:39:16,1:40:15
139,3,,Eve instructs nurse to lower patients' AZT to min. dosage. ,The AZT dose was lowered.,16,1:40:15,1:40:31
140,3,,Ron decides to take his case higher after restraining order application failed. ,Ron campaigned against AZT.,34,1:40:31,1:41:05
141,0,character development,Eve drops anti-AZT flyers around the hospital.,Eve was fictional. ,10,1:41:05,1:41:15
142,3,,Ron interrupts Barkley speaking at a support group. They argue. ,Ron was a thorn in the FDA's side.,80,1:41:15,1:42:35
143,0,character development,The hospital push Eve to resign. She insists they fire her. ,Eve was fictional. ,32,1:42:35,1:43:07
144,1,character development,Ron & Eve talk. ,Eve was fictional. ,138,1:43:07,1:45:25
145,0,character development,Eve adjusts the painting to hang straight. ,Eve was fictional. ,32,1:45:25,1:45:57
146,3,,"Ron's drugs have run out, his health is failing. ",Ron felt worse off Peptide T.,18,1:45:57,1:46:15
147,-1,,"He wanders, dazed, into a busy road. Police arrive. ",Not public knowledge.,54,1:46:15,1:47:09
148,0,dramatic license,Tucker guides Ron to safety.,Tucker was fictional.,18,1:47:09,1:47:27
149,0,dramatic license,Tucker gives Ron his father's meds. ,Tucker was fictional.,32,1:47:27,1:47:59
150,3,,Ron arrives at the US District Court. He's weak. ,Ron took the FDA to court.,16,1:47:59,1:48:15
151,3,,"Ron's case is dismissed, despite judge's sympathy. ",The judge ruled against him. ,79,1:48:15,1:49:34
152,0,character development,Eve gets the news. ,Eve was fictional. ,5,1:49:34,1:49:39
153,3,,"Ron flies home, hopeless. ",Ron couldn't beat the government. ,5,1:49:39,1:49:44
154,3,,Ron's people welcome him back with applause. ,Ron was a folk hero. ,39,1:49:44,1:50:23
155,3,,The FDA later allowed Ron his meds for personal use. ,FDA allowed Ron Peptide T. ,7,1:50:23,1:50:30
156,0,dramatic license,"He rides a bull, crowds cheer. ",Ron didn't ride bulls.,79,1:50:30,1:51:49
157,3,,"He died 1992, 7yrs after diagnosis. ",Ron died 1992.,16,1:51:49,1:52:05
158,3,,Low-dose AZT later saved millions of lives.,AZT still used today.,9,1:52:05,1:52:14
