,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
84,3,,The Bainbridge crew get instructions to rescue Phillips.,The USS Bainbridge rescued Phillips.,70,1:04:49,1:05:59
85,2,dramatic license,The lifeboat is hot & cramped. ,"The lifeboat was hot, cramped.",68,1:05:59,1:07:07
86,0,character development,Muse tells Phillips his plan.,The pirates didn't discuss this with Phillips. ,43,1:07:07,1:07:50
87,2,character development,The pirates discover the Alabama is working fine.,The pirates found out the ship wasn't broken.,39,1:07:50,1:08:29
88,3,,The crew follow the lifeboat.,The Alabama stayed with the lifeboat.,22,1:08:29,1:08:51
89,1,character development,The pirates argue over khat supplies. ,There was no khat in the lifeboat.,46,1:08:51,1:09:37
90,2,character development,Muse explains himself - revenge on overfishing. ,The pirates sought revenge for overfishing.,47,1:09:37,1:10:24
91,2,character development,Phillips cleans Bilal's foot wound. ,"The leader had a cut hand, which Phillips bandaged.",116,1:10:24,1:12:20
92,2,dramatic license,"Phillips open a knife, Najee gets mad. ",The pirates took Phillips' knife.,42,1:12:20,1:13:02
93,3,,The UVA ScanEagle at work. ,The Navy had a ScanEagle drone.,19,1:13:02,1:13:21
94,3,,The Navy get info that Garaad is in charge here. ,Garaad was the big boss.,90,1:13:21,1:14:51
95,3,,"Phillips asks for water, Najee refuses. ",The pirates denied Phillips water.,106,1:14:51,1:16:37
96,0,character development,Phillips suggests opening a hatch for air. ,Not in the book. ,68,1:16:37,1:17:45
97,2,dramatic license,Muse tries to radio boss Hufan. ,The operation had a hierachy. ,8,1:17:45,1:17:53
98,0,dramatic license,Hufan tells them Garaad isn't impressed.,Garaad had high expectations.,82,1:17:53,1:19:15
99,3,,SEAL gets permission to take lethal measures. ,Thw White House permitted lethal force. ,32,1:19:15,1:19:47
100,3,,Najee tries to smash a window with a loaded rifle. ,A pirate tried to smash a window with a loaded AK47. ,96,1:19:47,1:21:23
101,3,,Muse boasts of his riches. ,The leader claimed to have made millions. ,37,1:21:23,1:22:00
102,3,,Najee puts a gun to Phillips' head.,Phillips often had a gun to his head.,35,1:22:00,1:22:35
103,3,,US Bainbridge arrives. ,The Bainbridge arrived in the night. ,55,1:22:35,1:23:30
104,3,,Castellano radios the lifeboat.,Castellano handled the negotiations.,8,1:23:30,1:23:38
105,3,,Nemo offers to bring food & water. ,"The Navy supplied the lifeboat, used an interpreter.",78,1:23:38,1:24:56
106,3,,"Navy board the Alabama, send them away.",The Navy ordered the Alabama to leave. ,26,1:24:56,1:25:22
107,3,,Navy prepare to launch supply boats.,The Navy did send out a boat with supplies. ,32,1:25:22,1:25:54
108,-1,character development,Muse wasn't worried about the Navy. ,We don't have the pirates' side of things.,46,1:25:54,1:26:40
109,3,,The boats approach the lifeboat. ,The Navy did send out a boat with supplies. ,32,1:26:40,1:27:12
110,3,,The boats use cameras to place their targets.,The Navy ships were hi tech.,6,1:27:12,1:27:18
111,2,dramatic license,Phillips yells out his seat number. ,Phillips radioed his position.,47,1:27:18,1:28:05
112,3,,Najee fires a shot. ,A shot was fired next to Phillips' head.,69,1:28:05,1:29:14
113,3,,The pirates argue. ,Things got tense between the pirates.,15,1:29:14,1:29:29
114,3,,The Navy radios the lifeboat. ,The Navy was in regular contact with the lifeboat.,60,1:29:29,1:30:29
115,0,character development,Muse refuses to talk. ,Muse was willing to talk. ,23,1:30:29,1:30:52
116,3,,US Boxer & US Halyburton arrive.,The USS Boxer & USS Arleigh Burke helped out. ,26,1:30:52,1:31:18
117,0,character development,Phillips implores Muse to give up. ,Their 'relationship' wasn't like that.,120,1:31:18,1:33:18
118,3,,Castellano is told the SEALS are coming. ,Castellano was the commander of the Bainbridge. ,36,1:33:18,1:33:54
119,3,,They lifeboat heads for Somalia. ,The pirates wanted to reach Somalia with Phillips. ,21,1:33:54,1:34:15
120,3,,SEALS parachute out of a plane. ,The SEALS parachuted into the ocean. ,17,1:34:15,1:34:32
121,2,narrative cohesion,Phillips is allowed outside to pee.,Phillips was allowed out to pee.,48,1:34:32,1:35:20
122,3,,"He pushes Bilal, jumps into the ocean. ","Phillips escaped, briefly. ",35,1:35:20,1:35:55
123,3,,The Navy prepare a flare.,The Navy couldn't tell who was in the water.,22,1:35:55,1:36:17
124,3,,"The pirates are furious, shoot at Phillips.",The pirates went crazy.,52,1:36:17,1:37:09
125,3,,The flare goes up but it doesn't help. ,The Navy couldn't tell who was in the water.,17,1:37:09,1:37:26
126,3,,Muse recaptures Phillips. ,The pirates recaptured Phillips. ,66,1:37:26,1:38:32
127,3,,The SEALS board the Navy ship. ,The SEALS were brought in to assist.,17,1:38:32,1:38:49
128,2,character development,Najee beats Phillips. ,All the pirates beat him. ,55,1:38:49,1:39:44
129,3,,The Navy offers a peaceful resolution. ,The Navy hoped for a peaceful resolution.,66,1:39:44,1:40:50
130,2,dramatic license,Muse puts a gun to Phillips' head.,Phillips was held at gunpoint. ,44,1:40:50,1:41:34
131,3,,The Navy try to figure out what happened. ,The Navy were following every move. ,7,1:41:34,1:41:41
132,1,dramatic license,Pirates make plans to kill Phillips. ,"Inspired by other moments, but not true. ",60,1:41:41,1:42:41
133,2,"character development, dramatic license",Muse holds his gun to Phillips' head.,Phillips often had a gun to his head.,20,1:42:41,1:43:01
134,1,dramatic license,SEALS say they've got pirates' elders onboard. ,The SEALS didn't use that particular lie. ,91,1:43:01,1:44:32
135,3,,The Navy team prepare for the tow. ,The Navy prepared for the tow. ,68,1:44:32,1:45:40
136,0,character development ,Muse explains his actions to Phillips. ,Their 'relationship' wasn't like that.,106,1:45:40,1:47:26
137,3,,The Navy attaches a towline & microphone. ,The Navy towed the lifeboat.,41,1:47:26,1:48:07
138,3,,They send over a uniform for Phillips. ,Bright clothes for easy identification.,53,1:48:07,1:49:00
139,3,,Muse climbs aboard the Navy boat. ,The leader did board the Navy boat. ,32,1:49:00,1:49:32
140,0,dramatic license,The pirates throw the uniform on the floor.,Pirates insisted Phillips put the uniform on.,15,1:49:32,1:49:47
141,3,,Muse is brought onboard.,Muse was brought on board.,86,1:49:47,1:51:13
142,3,,Najee guards Phillips. ,Phillips was guarded by armed pirates throughout his capture. ,22,1:51:13,1:51:35
143,3,,Bright lights throw the pirates.,The Bainbridge did have bright lights.,48,1:51:35,1:52:23
144,3,,Snipers wait for a clear view. ,The snipers wanted full clearance. ,29,1:52:23,1:52:52
145,0,dramatic license,Phillips makes a grab for the uniform. ,The pirates gave the uniform to Phillips straight off. ,28,1:52:52,1:53:20
146,3,,The Navy hear Najee make a threat.,The Navy were aware of everything. ,7,1:53:20,1:53:27
147,3,,The Bainbridge makes huge waves. ,The Navy manoeuvered to create chop.,70,1:53:27,1:54:37
148,1,dramatic license,"Phillips grabs a pen, unseen. ",Phillips didn't grab a biro.,17,1:54:37,1:54:54
149,0,dramatic license,Phillips grabs paper as Navy tow lifeboat.,The Navy towed the lifeboat.,29,1:54:54,1:55:23
150,0,dramatic license,He scribbles a note.,Phillips didn't write a note. ,38,1:55:23,1:56:01
151,3,,NAVY team watching & planning. ,"The Bainbridge followed, making plans. ",16,1:56:01,1:56:17
152,0,dramatic license,Phillips keeps scribbling.,Phillips didn't write a note. ,21,1:56:17,1:56:38
153,1,dramatic license,"Najee catches him, goes nuts. ",Phillips didn't write a note. ,99,1:56:38,1:58:17
154,3,,"The Navy hear screaming, tow faster.",The Navy towed the lifeboat in ever closer.,23,1:58:17,1:58:40
155,3,,Phillips breaks down in terror. ,Phillips lost hope in the end. ,23,1:58:40,1:59:03
156,3,,Snipers await their chance.,Snipers were waiting. ,9,1:59:03,1:59:12
157,3,,Bilal blindfolds Phillips. ,Phillips was tied & blindfolded. ,39,1:59:12,1:59:51
158,3,,Snipers try to get a clear view. ,Snipers were waiting. ,15,1:59:51,2:00:06
159,3,,The pirates argue.,The pirates disagreed about killing Phillips. ,14,2:00:06,2:00:20
160,3,,Phillips finally loses it. ,Phillips eventually snapped. ,10,2:00:20,2:00:30
161,3,,Commander wants full clearance before shooting. ,The snipers wanted full clearance. ,21,2:00:30,2:00:51
162,3,,"Najee draws his gun, snipers shoot. ",SEALS fired to protect Phillips. ,20,2:00:51,2:01:11
163,3,,"Phillips realises pirates shot dead, he's safe. ",The SEALS shot the pirates dead. ,59,2:01:11,2:02:10
164,3,,Navy enter the lifeboat. ,The Navy retrieved Phillips.,12,2:02:10,2:02:22
165,3,,Guards take Muse down. ,Muse was tricked onto the Bainbridge.,10,2:02:22,2:02:32
166,3,,Bainbridge debrief. ,"Three pirates shot, one captured, Phillips saved. ",7,2:02:32,2:02:39
167,2,character development,Phillips is in extreme shock. ,Phillips was traumatised.,51,2:02:39,2:03:30
168,3,,Muse arrested to be tried in the USA. ,Muse was tried in the USA.,29,2:03:30,2:03:59
169,3,,"Phillips receives care, he's traumatised.",Phillips was traumatised.,158,2:03:59,2:06:37
170,-,-,-,-,31,2:06:37,2:07:08
171,3,,Muse convicted of 33yrs.,Muse was sentenced to 33yrs 9mths.,29,2:07:08,2:07:37
