,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
56,0,,Joan finds Turing speaking with her parents.,Turing hadn't met them at this stage.,13,0:34:40,0:34:53
57,0,,Joan says her father won't let her work at Bletchley.,No evidence that he father blocked her career.,57,0:34:53,0:35:50
58,1,,Turing mentions that female staff live together.,"Likely they lived together, but Turing didn't mention it.",31,0:35:50,0:36:21
59,0,,Turing repeats Christopher's motivational line.,Didn't happen. ,39,0:36:21,0:37:00
60,0,,Nock implies Turing might be a spy.,He wasn't suspected of espionage.,73,0:37:00,0:38:13
61,2,,JOAN arrives at Bletchley Park.,She was already at Bletchley. ,36,0:38:13,0:38:49
62,0,,Turing says Britain is starving to death.,The Nazis were bombing supply ships but Britain wasn't starving.,6,0:38:49,0:38:55
63,-1,,"Americans sent 100,000 tons of food per week.","Cannot confirm the 100,000 tons figure.",27,0:38:55,0:39:22
64,2,,"The clock hits midnight, the day's work is useless.",The codes were changed each day. ,24,0:39:22,0:39:46
65,0,,"Hugh gets mad at the machine, tries to smash it.",The machine was slow because the code was complex. ,55,0:39:46,0:40:41
66,0,,Peter blames his brother's peril on Turing.,Peter didn't have a brother who worked on convoys. ,38,0:40:41,0:41:19
67,0,,Turing smuggles documents out to show Joan.,He would never have breached security.,142,0:41:19,0:43:41
68,0,,"TURING calls his machine ""Christopher'.","The machine was called the Bombe, then Victory.",10,0:43:41,0:43:51
69,-1,,Joan asks about his 'Universal Machine'.,One of Turing's theories concerned such a machine.,57,0:43:51,0:44:48
70,0,,Denniston suspects Turing of being a spy. ,TURING was never suspected of being a spy.,63,0:44:48,0:45:51
71,2,,Denniston says spies are loner types.,Spies often don't form real relationships.,11,0:45:51,0:46:02
72,0,,Denniston threatens Turing. ,He never threatened Turing.,36,0:46:02,0:46:38
73,1,,Joan consoles Turing.,"Unnecessary, since he wasn't suspected of espionage.",26,0:46:38,0:47:04
74,1,,They discuss codes in a bar.,Unlikely they would chat about their work in public.,14,0:47:04,0:47:18
75,2,,"Hugh comes over, Turing gets awkward.",Hugh was diplomatic and Turing was well-liked.,63,0:47:18,0:48:21
76,0,,Turing comes across as socially dysfunctional. ,"Turing was known for sociability, wit & tomfoolery.",62,0:48:21,0:49:23
77,0,,Turing and Christopher pass encrypted notes.,They didn't share an interest in cryptography.,71,0:49:23,0:50:34
78,2,,Hugh offers an idea for wiring the machine.,Welchmann actually made this suggestion.,53,0:50:34,0:51:27
79,1,,They turn the machine on. It's noisy.,Not housed at Bletchley but was noisy.,68,0:51:27,0:52:35
80,3,,Battlefield. German tanks roll through Europe. ,The Germans made great advances across Europe.,32,0:52:35,0:53:07
81,3,,Turing frustrated at the slowness of the machine.,It was slow and took weeks to decrypt.,30,0:53:07,0:53:37
82,0,,"Denniston bursts in, shuts down the machine.",Didn't happen. ,141,0:53:37,0:55:58
83,0,,Hugh defends Turing.,Didn't happen. ,45,0:55:58,0:56:43
84,0,,Hugh bargains with Denniston.,Didn't happen. ,45,0:56:43,0:57:28
85,0,,Hugh and Turing discuss the spy. ,No one knew about the spy until 1951.,42,0:57:28,0:58:10
86,2,,"Nock is told that Turing is gay, was robbed by man he had sex with.",Turing admitted this to police. ,59,0:58:10,0:59:09
87,0,,NOCK asks to interrogate him.,"Turing reported the burglary, which brought his lifestyle to police attention. ",15,0:59:09,0:59:24
88,2,,Joan finds Turing frustrated by Christopher's slowness.,Likely. The early machines were slow. ,27,0:59:24,0:59:51
89,0,,Joan announces she's leaving.,Joan was happy at Bletchley.,19,0:59:51,1:00:10
90,0,,TURING insists he won't let her leave.,Joan was happy at Bletchley.,7,1:00:10,1:00:17
91,0,,Joan lashes out at Turing. ,Didn't happen.,47,1:00:17,1:01:04
92,2,,Turing makes an engagement ring from wire.,He proposed to Joan in the traditional way.,70,1:01:04,1:02:14
93,0,,They throw an engagement party.,They kept their engagement secret.,73,1:02:14,1:03:27
94,0,,Cairncross advises Turing not to speak of his sexuality.,They never met.,100,1:03:27,1:05:07
95,2,,"Turing waits for Christopher, he never arrives.",Christopher died.,53,1:05:07,1:06:00
96,0,,Nock interviews Turing.,Didn't happen.,217,1:06:00,1:09:37
97,3,,"The machine churns, it's struggling.",The Bombe struggled against the Enigma system.,60,1:09:37,1:10:37
98,1,,Joan's friend Helen is interested in Hugh.,No record of this meeting. ,159,1:10:37,1:13:16
99,0,,Turing questions Helen on her work.,Employees weren't allowed to discuss their work.,68,1:13:16,1:14:24
100,1,,Turing suggests using weather reports to decode messages.,It was a bit more complicated than that.,56,1:14:24,1:15:20
101,1,,"They apply the weather idea, and it works!",Far more complicated and drawn-out than that.,205,1:15:20,1:18:45
102,2,,They decode messages into a map of the North Atlantic.,A bigger team did use such a map. ,40,1:18:45,1:19:25
103,0,,Turing stops the team from alerting a convoy to an attack.,The team didn't make such decisions.,149,1:19:25,1:21:54
104,1,,The team can't save Peter's brother from a convoy attack.,"Didn't happen, but the sinking did.",101,1:21:54,1:23:35
105,2,,The blasted remains of the convoy at sea.,German U-Boats torpedoed many convoys.,13,1:23:35,1:23:48
106,0,,Turing and Joan go to conspire with Menzies. ,They didn't travel to London to conspire with Menzies.,52,1:23:48,1:24:40
107,-1,,Turing suggests a plan for using their intelligence.,Menzies decided this for himself.,27,1:24:40,1:25:07
108,2,,Turing and Joan request a cover story.,This kind of thing happened.,38,1:25:07,1:25:45
109,0,,MENZIES agrees.,Menzies wasn't there.,26,1:25:45,1:26:11
110,-1,,Codename Ultra became world's largest military intelligence store.,Can't confirm this.,11,1:26:11,1:26:22
111,0,,It was like having a tap on Himmler's intercom.,Himmler didn't have military command at that stage.,14,1:26:22,1:26:36
112,0,,And for some reason they trusted TURING.,They trusted him for good reason.,4,1:26:36,1:26:40
113,-1,,Peter knocks papers out of Turing's hands.,Peter respected Turing. ,22,1:26:40,1:27:02
114,0,,Turing works out Cairncross is a spy.,Cairncross wasn't revealed as a spy until 1951.,62,1:27:02,1:28:04
115,0,,Cairncross blackmails Turing into covering for him.,Turing never met Cairncross.,46,1:28:04,1:28:50
116,0,,Turing keeps the secret.,Never happened.   ,43,1:28:50,1:29:33
117,0,,"Turing finds Menzies at Joans, reveals Caincross is the spy. ",This scene never happened.,42,1:29:33,1:30:15
118,0,,Menzies admits he placed Cairncross at Bletchley knowing he was a spy.,Cairncross wasn't deliberately placed there.,35,1:30:15,1:30:50
119,2,,Churchill too paranoid to work with the Soviets.,"Churchill shared some intelligence, but not methods.",13,1:30:50,1:31:03
120,0,,Menzies wants to use Cairncross to leak misinformation.,Cairncross wasn't an unwitting double-agent. ,35,1:31:03,1:31:38
121,0,,Turing insists Menzies releases Joan.,Dramatic conceit. Didn't happen.,7,1:31:38,1:31:45
122,0,,TURING has become a spy!,There was no such setup.,36,1:31:45,1:32:21
123,0,,Turing tells Joan to leave Bletchley.,Didn't happen. ,28,1:32:21,1:32:49
124,2,,TURING tells JOAN he's homosexual. ,Turing told her after a few days of engagement.,25,1:32:49,1:33:14
125,3,,JOAN suspected he was gay.,Joan suspected Turing was gay.,5,1:33:14,1:33:19
126,3,,Joan was fine with Turing's sexuality.,Joan wasn't bothered by such things. ,46,1:33:19,1:34:05
127,0,,Turing rejects her harshly. ,Turing acted honourably. ,28,1:34:05,1:34:33
128,0,,"Joan asserts herself, refuses to leave.",She was deferent to men.,38,1:34:33,1:35:11
129,0,,The team are forced to calculate who to save.,Higher-ups made such decisions.,34,1:35:11,1:35:45
130,2,,Many big battles won because of Bletchley work.,Many battles were aided and won by Enigma intelligence. ,55,1:35:45,1:36:40
131,3,,Victory is declared for the Allies. ,The Allies won the war.,62,1:36:40,1:37:42
132,1,,Menzies tells the team to burn everything.,All materials were destroyed.,54,1:37:42,1:38:36
133,-1,,Turing faces Nock down. ,Nock didn't exist.,54,1:38:36,1:39:30
134,1,,Headmaster coldly tells Turing Christopher died.,"All students were told with kindness, and comforted.",140,1:39:30,1:41:50
135,3,,Turing sentenced for indecency.,Turing sentenced on three counts of gross indeceny.,21,1:41:50,1:42:11
136,2,,Joan turns up at Turing's place.,They remained life-long friends.,29,1:42:11,1:42:40
137,-1,,She notices him twitching. ,Turing's circle dispute that he was depressed.,22,1:42:40,1:43:02
138,3,,Judge offers prison or hormonal therapy.,Turing accepted a year of hormone treatment over prison.,32,1:43:02,1:43:34
139,0,,She offers to help. He refuses.,JOAN wasn't there.,10,1:43:34,1:43:44
140,0,,"Turing says he's not alone, he has the computer. ",Turing never confused computers with people. ,20,1:43:44,1:44:04
141,2,,If Turing doesn't accept treatment they'll take the computer away. ,Prison would have lost Turing his position. ,11,1:44:04,1:44:15
142,1,,Turing breaks down. ,His letters show he was pragmatic. ,50,1:44:15,1:45:05
143,2,,Turing spots Joan's wedding ring.,Joan married an army colleague.,25,1:45:05,1:45:30
144,-1,,Turing's hand is twitching badly.,No mention of this side-effect. ,35,1:45:30,1:46:05
145,2,,Joan says the country has a lot to thank him for. ,"It did, but it was a team effort. ",48,1:46:05,1:46:53
146,3,,Turing created a field of scientific enquiry.,Turing was highly influential.,37,1:46:53,1:47:30
147,0,,She repeats his catchphrase back to him. ,This catchphrase was made up for the film.,43,1:47:30,1:48:13
148,2,,The team burning their materials at Bletchley.,All materials at Bletchley were destroyed after the war.,30,1:48:13,1:48:43
149,1,,Turing commited suicide after a yr of hormonal therapy. ,Died a year after he stopped the therapy - maybe not suicide.,16,1:48:43,1:48:59
150,3,,"1885-1967 49,000 gay men convicted of gross indecency.",Truly terrible.,10,1:48:59,1:49:09
151,3,,Queen Elizabeth II pardoned Turing.,Queen Elizabeth issued a royal pardon for Alan Turing.,14,1:49:09,1:49:23
152,3,,Estimates say breaking Enigma shortened war by 2yrs+.,Possibly shortened war by 2-4years.,11,1:49:23,1:49:34
153,2,,Remained a secret for 50yrs.,First book about Bletchley published 1974.,12,1:49:34,1:49:46
154,3,,Turing's work inspired computers.,His work provided a blueprint for the digital computer.,23,1:49:46,1:50:09
