,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
67,3,,"Race day at Germany, the track is soaked.",Nurburgring was drenched that day.,21,1:02:37,1:02:58
68,2,,"Lauda wants the race cancelled, Hunt sways the vote. ",Lauda called for a vote on cancelling the race.,162,1:02:58,1:05:40
69,3,,The teams fix their wet weather tyres.,All but one driver started on wet weather tyres.,106,1:05:40,1:07:26
70,3,,Hunt & Lauda begin side by side. ,Hunt & Lauda started alongside one another.,71,1:07:26,1:08:37
71,3,,Hunt & Lauda change tyres.,Everyone but Mass had to change tyres.,82,1:08:37,1:09:59
72,3,,"Lauda crashes, his car in flames. ",Lauda crashed in flames.,146,1:09:59,1:12:25
73,3,,"News of Lauda's injuries, worse than thought.",Lauda's burns were horrific.,12,1:13:07,1:13:19
74,3,,A priest gives Lauda last rites.,A priest gave him last rites.,25,1:13:19,1:13:44
75,3,,Hunt tries to write Lauda a letter.,Hunt kept in touch.,44,1:13:44,1:14:28
76,3,,Lauda wakes up. ,Lauda woke up against expectations.,24,1:14:28,1:14:52
77,3,,Marlene sees Lauda's disfigured face. ,Half of Lauda's face was destroyed.,36,1:14:52,1:15:28
78,3,,Lauda watches old races.,Lauda watched from his bed.,50,1:15:28,1:16:18
79,3,,Doctors vacuum his lungs.,His lungs were vacuumed.,95,1:16:18,1:17:53
80,2,Dramatic license,"He tries to get his helmet on, it's agony. ",Lauda's skin was still raw.,71,1:17:53,1:19:04
81,3,,Lauda joins the 1976 Italian Grand Prix practice. ,Lauda returned to the track within weeks.,37,1:19:04,1:19:41
82,0,Character development,Hunt apologises to Lauda for the crash. ,It wasn't Hunt's fault.,84,1:19:41,1:21:05
83,0,Dramatic license/character development,Hunt beats the crap out of the reporter. ,Hunt didn't assault a reporter.,43,1:23:16,1:23:59
84,3,,Lauda gets into the car to cheers. ,Lauda was well-supported.,115,1:23:59,1:25:54
85,3,,Lauda finishes fourth. ,Lauda finished fourth.,150,1:25:54,1:28:24
86,2,,A reporter pisses Lauda off.,A reporter asked if his marriage could survive the scarring.,131,1:21:05,1:23:16
87,2,,The track celebrates.,Lauda became a hero.,66,1:28:24,1:29:30
88,3,,"Morning of Japanese Grand Prix, torrential rain. ",The track was drenched.,45,1:29:30,1:30:15
89,3,,Hunt is nervous about the race.,"Hunt was the nervous type, Lauda not so much.",73,1:30:15,1:31:28
90,3,,Hunt wants the race cancelled. ,TV rights were worth too much to cancel the race.,53,1:31:28,1:32:21
91,3,,The atmosphere is tense. ,The rain was torrential.,40,1:32:21,1:33:01
92,3,,Hunt's team drill holes in his visor.,Hunt had holes drilled in his visor.,70,1:33:01,1:34:11
93,3,,Hunt & Lauda share a look. ,There was mutual respect between them.,41,1:34:11,1:34:52
94,3,,"Lauda slows the car, pulls in. ",Lauda thought the risk unacceptably high.,190,1:34:52,1:38:02
95,3,,"Lauda quits, says race is too risky. ",The mechanics blamed the car at first.,34,1:38:02,1:38:36
96,3,,The team offer to blame it on the car. ,Lauda insisted on the truth.,32,1:38:36,1:39:08
97,3,,"Tires shredding, Hunt pulls in. ",Hunt almost lost his tyres completely.,94,1:39:08,1:40:42
98,1,Character development,Hunt's team suggest he give up. ,Hunt wasn't encouraged to give up.,80,1:40:42,1:42:02
99,3,,Hunt's finishing position is unclear.,The pit board was faulty.,135,1:42:02,1:44:17
100,3,,The stewards confer. ,Confirmation took a while.,36,1:44:17,1:44:53
101,3,,"Hunt confirmed winner, to his shock. ",Hunt was stunned by his win.,56,1:44:53,1:45:49
102,3,,"Lauda leaves the track, no regrets.",Lauda has no regrets.,53,1:45:49,1:46:42
103,3,,Hunt enjoys his celebrity.],Hunt was a celebrity.,58,1:46:42,1:47:40
104,1,Character development,Hunt meets Lauda at an airfield. ,Lauda had a thing for planes.,16,1:47:40,1:47:56
105,1,,Hunt & Lauda reminisce. ,They remained friends.,249,1:47:56,1:52:05
106,3,,"Hunt became a broadcaster, Lauda world champion again.","Hunt became a broadcaster, Lauda became world champion, again.",70,1:52:05,1:53:15
