,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
59,3,,"Posters line the streets: ""Stand by our King""",David had a lot of supporters.,10,1:16:36,1:16:46
60,-1,dramatic license,Bertie & Elizabeth visit Lionel's home.,Not in the memoir.,56,1:16:46,1:17:42
61,1,character development,Bertie & Lionel apologise to each other.,There was no big apology.,123,1:17:42,1:19:45
62,0,dramatic license,Myrtle arrives home to find Elizabeth sitting at her table.,"Nope, but Lionel's family did meet the royals on several occasions..",62,1:19:45,1:20:47
63,0,dramatic license,Lionel introduces the King to his stunned wife.,Nope. Myrtle already knew he was working with the king.,38,1:20:47,1:21:25
64,3,,Bertie & Lionel enter Westminister Abbey to rehearse the coronation.,Lionel & Bertie rehearsed in the abbey.,59,1:21:25,1:22:24
65,2,character development,Bertie insists Lionel sits in the King's box. Lang is unhappy.,Lionel & Myrtle sat in the royal box.,39,1:22:24,1:23:03
66,3,,Lionel & Bertie rehearse in the abbey.,Lionel & Bertie rehearsed in the abbey.,41,1:23:35,1:24:16
67,1,dramatic license,"Lang has Lionel vetted, challenges his qualifications.",Lionel never misrepresented himself. Was not challenged by LANG.,191,1:24:16,1:27:27
68,1,dramatic license,Lionel requests Lang clear the premise. Lang is indignant.,Bertie insisted on Lionel.,32,1:23:03,1:23:35
69,0,dramatic license,Lionel slouches in the royal chair. Bertie is enraged.,Lionel was too deferent for this behaviour.,64,1:27:27,1:28:31
70,3,,Lang informs Lionel he's being replaced. Bertie asserts his authority.,Lang did suggest an alternative. Bertie insisted on Lionel.,60,1:28:31,1:29:31
71,3,,Lionel & Bertie rehearse. It goes well.,Bertie was pleased with his progress.,93,1:29:31,1:31:04
72,3,,HITLER speaking at Nuremberg.,Hitler spoke at Nuremberg.,48,1:31:52,1:32:40
73,3,character development,The coronation went well.,Yep. The coronation went well.,48,1:31:04,1:31:52
74,2,dramatic license,Prime Minister Baldwin resigns over handling of Hitler.,Baldwin resigned.,67,1:32:40,1:33:47
75,3,,War is announced.,Chamberlain announced war 3rd Sep 1939.,50,1:33:47,1:34:37
76,3,,Bertie must give a long speech to the nation. He calls for Lionel.,Lionel was summoned for the address.,34,1:34:37,1:35:11
77,3,,Lionel's son drives him to the palace.,Laurie drove Lionel to the palace.,174,1:35:11,1:38:05
78,3,,They have just 40m to broadcast.,They had 40m to rehearse.,14,1:38:05,1:38:19
79,2,dramatic license,"Bertie's confidence is low, does some practices.",Bertie crammed in some practise.,18,1:38:19,1:38:37
80,1,dramatic license,Bertie in the state room. Churchill offers support.,Churchill wasn't involved.,101,1:38:37,1:40:18
81,2,character development,Broadcast room has been redecorated.,Lionel took care of the broadcast setting.,90,1:40:18,1:41:48
82,3,,Lionel stands right in front of him. Bertie thanks him.,Lionel supported Bertie throughout. & stood right with him.,47,1:41:48,1:42:35
83,3,,The broadcast goes smoothly.,The speech went smoothly.,308,1:42:35,1:47:43
84,3,,"Lionel says he did ""quite well""",Bertie was congratulated.,34,1:47:43,1:48:17
85,2,dramatic license,Bertie is applauded as he poses for an official photo.,Bertie posed for 'the' photo afterwards. Officials were not there.,33,1:48:17,1:48:50
86,3,,Bertie thanks & congratulates Lionel,Bertie remained grateful to Lionel.,39,1:48:50,1:49:29
87,3,,"Elizabeth enters, is proud & relieved.",Elizabeth was a proud wife.,29,1:49:29,1:49:58
88,0,dramatic license,Bertie received contratulations from officials.,Those officials weren't present.,96,1:49:58,1:51:34
89,3,,Title: Bertie made Lionel a CVO. Remained friends etc.,"Lionel got a CVO, remained close to Bertie.",31,1:51:34,1:52:05
