,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
21,0,,"Spotlight discuss SNAP, a victims' group. ",SNAP helped Spotlight find victims. ,72,0:22:24,0:23:36
22,3,,Bradlee threatens to take Rezendes off the story if he doesn't get evidence.,Bradlee was a bulldog. ,89,0:23:36,0:25:05
23,1,Dramatic license,Robinson asks Lawyer Sullivan for information. ,Sullivan was a composite character.,100,0:25:05,0:26:45
24,3,,Montage - the team go about their lives.,The filmmakers were after authenticity. ,36,0:26:45,0:27:21
25,3,,"Bradlee suggests dropping the story, the team refuse. ",The team went ahead with the story. ,84,0:27:21,0:28:45
26,1,Dramatic license,Baron visits Cardinal Law. ,Baron visited Law. ,121,0:28:45,0:30:46
27,2,Dramatic license,Baron unwraps a gift - a copy of the catechism.,Law gave Baron a copy of the catechism.,15,0:30:46,0:31:01
28,3,,SNAP founder Saviano enters the Globe building. ,Saviano cooperated with Spotlight. ,9,0:31:01,0:31:10
29,3,,"Spotlight question Saviano. He's annoyed, he answered 5yrs ago. ",Saviano had sent his info years back.,227,0:31:10,0:34:57
30,3,,The team discuss Saviano as a witness.,Spotlight worked with Saviano. ,28,0:34:57,0:35:25
31,3,,Rezendes begs Garabedian to allow him to interview the victims. ,Garabedian allowed access to his clients.,64,0:35:25,0:36:29
32,3,,Pfeiffer meets abuse victim Crowley. ,Pfeiffer did interview Joe Crowley. ,45,0:36:29,0:37:14
33,3,,Rezendes interviews abuse victim McSorely.,McSorely spoke to Spotlight. ,83,0:37:14,0:38:37
34,3,,Pfeiffer presses Crowley for details. ,Pfeiffer pressed for specifics. ,118,0:38:37,0:40:35
35,3,,Rezendes notices track marks on McSorely's arm. ,McSorely was an addict. ,99,0:40:35,0:42:14
36,3,,"Crowley talks of his struggle, breaks down. ",Crowley became an alcoholic.,81,0:42:14,0:43:35
37,3,,Garabedian points out McSorely is at least still alive.,Many of the victims committed suicide. ,30,0:43:35,0:44:05
38,3,,Pfeiffer calls Crowley to confirm details. ,Pfeiffer was thorough.,70,0:44:05,0:45:15
39,3,,Judge Sweeney set a hearing on the sealed documents. ,Judge Sweeney set a date.,20,0:45:15,0:45:35
40,3,,Pfeiffer tracks Macleish's settled cases.,Macleish settled a lot of cases with the church. ,25,0:45:35,0:46:00
41,3,,Robinson requests to expand the investigation. ,Bradlee expanded the investigation.,57,0:46:00,0:46:57
42,3,,Former priest & abuse researcher Sipe calls Rezendes. ,Former priest Sipe studied sexual abuse in the church.,68,0:46:57,0:48:05
43,3,,Carroll requests historic parish records.,They used historic parish records. ,28,0:48:05,0:48:33
44,3,,Admin Lisa shows Carroll the records.,The Globe housed parish directories. ,15,0:48:33,0:48:48
45,3,,Rezendes tells Robinson the church went after Sipe. ,The church went after Sipe. ,43,0:48:48,0:49:31
46,3,,Spotlight discover suspicious designations in the records.,Unusual designations raised suspicions. ,62,0:49:31,0:50:33
47,3,,Pfeiffer searches for records on Macleish's settlements.,"Around 50 suits were settled, no records. ",23,0:50:33,0:50:56
48,3,,Spotlight interview Macleish.,Spotlight spoke to Macleish. ,121,0:50:56,0:52:57
49,3,,The team are confident they've found 13 abusive priests.,Spotlight thought they had 13 priests. ,63,0:52:57,0:54:00
50,0,Dramatic license,Church 'fixer' Conley introduces himself to Baron.,Conley wasn't a real person. ,37,0:54:00,0:54:37
51,3,,Robinson tells Baron he went to BC High. ,Robinson went to BC High. ,70,0:54:37,0:55:47
52,3,,Garabedian tells Rezendes it takes a village to abuse a child.,Garabedian still says this today.,110,0:55:47,0:57:37
53,1,Dramatic license,Robinson questions Sullivan.,Sullivan was a composite character.,95,0:57:37,0:59:12
54,3,,The team discuss the suspicious designations.,Accused priests were given weird designations. ,28,0:59:12,0:59:40
55,3,,"Sipe suggests statistically, 90 Boston priests are paedophiles. ",The report is real. Sipe was close on numbers.,117,0:59:40,1:01:37
56,3,,Spotlight want to trace all the victims. ,Spotlight searched for victims to interview.,52,1:01:37,1:02:29
57,3,,Robinson suggests finding priests through the parish records. ,They traced 87 priests this way. ,27,1:02:29,1:02:56
58,3,,Montage - the team go through the records.,The team searched 17yrs of records.,61,1:02:56,1:03:57
59,1,Character development,Carroll finds that a treatment centre exists near his home.,The treatment centre wasn't near Carroll's place. ,16,1:03:57,1:04:13
60,1,Character development,"Carroll runs to the house, in shock. ",The treatment centre wasn't near Carroll's place. ,44,1:04:13,1:04:57
61,1,Character development,Carroll puts up a warning note. ,The treatment centre wasn't near Carroll's place. ,8,1:04:57,1:05:05
62,3,,"Spotlight compile their findings, they suspect 87 priests.",Spotlight collated details of 87 suspected priests. ,28,1:05:05,1:05:33
63,1,Character development,"Robinson calls Sullivan, who hangs up on him. ",Sullivan was a composite character.,41,1:05:33,1:06:14
64,1,Character development,Macleish avoids being interviewed. ,Macleish was cooperative. ,9,1:06:14,1:06:23
65,1,Dramatic license,Macleish tells them he sent a list of names to The Globe 20yrs ago.,Spotlight didn't find out about that list until the film was made. ,87,1:06:23,1:07:50
66,3,,Sipe warns Rezendes the church will go after Spotlight.,Sipe warned Spotlight of the church's power. ,46,1:07:50,1:08:36
67,3,,"Bradlee visits Rezendes, both a mess. ",The whole team were distressed. ,72,1:08:36,1:09:48
68,2,Character development,Bradlee irritated at the mention of Saviano's ignored evidence.,Nobody liked admitting they'd ignored evidence. ,35,1:09:48,1:10:23
69,3,,Baron instructs Spotlight to go after the system.,"Baron was after the system, not individuals. ",102,1:10:23,1:12:05
70,0,Character development,Carroll asks if he can warn his neighbours about the treatment centre.,The treatment centre wasn't near his place. ,42,1:12:05,1:12:47
71,3,,Montage - tracking down victims.,Spotlight spoke to 30 or 40 victims before breaking the story. ,107,1:12:47,1:14:34
72,2,Dramatic license,"Pfeiffer speaks to Father Paquin, who admits to child abuse.",Paquin did admit to molestation. ,71,1:14:34,1:15:45
73,0,Dramatic license,Paquin's sister sends her away. ,No record of a sister being involved. ,35,1:15:45,1:16:20
74,2,Dramatic license,Rezendes watches Globe laywer Albano argue in court.,"Albano argued in court, Rezendes attended. ",48,1:16:20,1:17:08
75,3,,"Carroll shows Robinson a name, a victim from his old school.",There was abuses at BC High. ,39,1:17:08,1:17:47
76,3,,Church Lawyer RODGERS accuses Garabedian of smearing Law's name. ,The church went after Garabedian. ,33,1:17:47,1:18:20
77,3,,Garabedian tells Rezendes 14 docs are already public. ,14 important documents were already public. ,212,1:18:20,1:21:52
78,3,,A clerk gives Rezendes an empty docket. ,The docket was empty. ,22,1:21:52,1:22:14
79,3,,Spotlight plan to file a motion for the public docs.,They filed a motion to have the docs re-filed. ,52,1:22:14,1:23:06
80,3,,9/11 - the news hits. Spotlight told to drop everything.,Spotlight dropped the story to cover 9/11.,90,1:23:06,1:24:36
81,3,,Spotlight were worried about leaving their witnesses hanging. ,The team were concerned about dropping the story. ,17,1:24:36,1:24:53
82,1,Dramatic license,Rezendes begs Garabedian to wait before re-filing the docs. ,Rezendes had the docs sent to Florida. ,36,1:24:53,1:25:29
83,2,Dramatic license,Saviano is annoyed that 9/11 has pushed the abuse story aside.,Saviano was frustrated by the delay.,69,1:25:29,1:26:38
84,1,Dramatic license,"The docs are filed, Robinson tells Rezendes to get home now. ",Rezendes had the docs sent to Florida. ,34,1:26:38,1:27:12
85,1,Character development,Pfeiffer finds the clip based on Macleish's list.,"Pfeiffer didn't find the clip, the filmmakers did. ",56,1:27:12,1:28:08
86,1,Character development,"Carroll can't sleep, looks at a photo of the treatment centre.",The treatment centre wasn't near Carroll's.,22,1:28:08,1:28:30
87,3,,Robinson interviews victim Kevin.,Kevin opened up to Spotlight first.,70,1:28:30,1:29:40
88,0,Dramatic license,"Rezendes runs to the courthouse, it's closing. ",The Globe's lawyer acquired the docs.,17,1:29:40,1:29:57
89,0,Dramatic license,Rezendes is waiting as the courthouse opens. ,The Globe's lawyer acquired the docs.,9,1:29:57,1:30:06
90,0,Dramatic license,The clerk refuses to hand over the docs.,The Globe's lawyer acquired the docs.,34,1:30:06,1:30:40
91,2,Dramatic license,The team questioned BC High's top guys. ,The school claimed to know nothing. ,136,1:30:40,1:32:56
92,2,Dramatic license,Spotlight suspect a cover-up. ,Spotlight suspected a cover-up at BC High. ,24,1:32:56,1:33:20
93,3,,Rezendes persuades Judge Volterra to give him the docs.,Rezendes had to persuade Volterra to give up the docs. ,44,1:33:20,1:34:04
94,0,,Rezendes pays the clerk $83 to use his copy machine. ,Rezendes wouldn't have forked out for copies.,27,1:34:04,1:34:31
95,3,,Rezendes reads the docs - letters proving Law's culpability. ,Letters from bishops proved the church's guilt. ,77,1:34:31,1:35:48
96,3,,Rezendes shows the letters to the team.,Bishop D'Arcy protested Geoghan's reassignment. ,32,1:35:48,1:36:20
97,2,Character development,Rezendes is angry that they're not publishing right away.,Rezendes was impatient to go public. ,96,1:36:20,1:37:56
98,3,,"Pfeiffer at home, frustrated. ",Pfeiffer struggled emotionally. ,27,1:37:56,1:38:23
99,3,,"Rezendes visits Pfeiffer, he's upset. ",Rezendes was shattered by their findings. ,107,1:38:23,1:40:10
100,0,Dramatic license,Conley warns Robinson off the story.,Conley wasn't a real person. ,138,1:40:10,1:42:28
101,3,,Sweeney rules to unseal the documents.,Sweeney ordered the docs be made public. ,35,1:42:28,1:43:03
102,3,,The church files an appeal. ,The church appealed. It was denied.,64,1:43:03,1:44:07
103,3,,The team decide to hold off on publishing. ,Baron wanted the big picture before publishing. ,101,1:44:07,1:45:48
104,3,,Bradlee wants a quote from Law. ,Spotlight tried to get a quote from Law. ,78,1:45:48,1:47:06
105,3,,Montage - the team pull the story together.,The team published early Jan.,15,1:47:06,1:47:21
106,1,Character development,Robinson hands Sullivan a list of names to confirm. He throws him out.,Sullivan was a composite character.,100,1:47:21,1:49:01
107,1,Character development,"Sullivan follows Robinson, confirms the names. ",Sullivan was a composite character.,93,1:49:01,1:50:34
108,3,,Law's PR woman Morrisey phones. ,Morrisey phoned at the last minute.,51,1:50:34,1:51:25
109,3,,The church doesn't even want to hear Spotlight's questions. ,Law refused comment. ,24,1:51:25,1:51:49
110,2,,"The team prepare for publishing, putting evidence online. ",Evidence was published online.,49,1:51:49,1:52:38
111,2,Character development,Robinson admits he's guilty of missing the big picture back then. ,Robinson was around when The Globe published the list.,130,1:52:38,1:54:48
112,3,,Baron says Law called him.,Law called Baron with 'no comment'.,38,1:54:48,1:55:26
113,3,,At the presses - the papers run...,Circulation of over 800k. ,8,1:55:26,1:55:34
114,3,,"Pfeiffer's nana reads the story, she's shocked. ",Pfeiffer's grandmother was shocked. ,22,1:55:34,1:55:56
115,3,,Rezendes sees more victims at Garabedian's office.,"Garabedian represented female victims, too. ",61,1:55:56,1:56:57
116,0,Character development,Robinson watches the Globe trucks roll out.,Robinson didn't watch the trucks roll out. ,19,1:56:57,1:57:16
117,1,Character development,Carroll leaves a copy of the story at the treatment centre.,Carroll didn't live near a treatment centre. ,17,1:57:16,1:57:33
118,1,Character development,Carroll tells Pfeiffer he's writing a novel. ,"Carroll did write a book, not a novel though.",46,1:57:33,1:58:19
119,3,,Robinson & Rezendes pull into the Globe carpark.,They were there around the clock. ,26,1:58:19,1:58:45
120,3,,Main reception is silent. Receptionist says Spotlight is busy.,"There was little backlash, but lots of victims called.",40,1:58:45,1:59:25
121,3,,Phones ringing off the hook at Spotlight. ,A further 300 victims called once the story broke. ,47,1:59:25,2:00:12
122,3,,Spotlight published nearly 600 stories about the scandal. ,Spotlight worked on the story solidly for 1.5yrs. ,9,2:00:12,2:00:21
123,3,,249 priests in Boston were accused of abuse.,249 were accused in the Boston archdiocese.,10,2:00:21,2:00:31
124,3,,Law got reassigned to Rome. ,Law got a cushy post in Rome after resigning. ,10,2:00:31,2:00:41
125,3,,List of all the places where abuse was uncovered.,Abuse in the church is widespread.,26,2:00:41,2:01:07
