,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
88,3,,The Winklevosses wait to meet the president.,The twins met with Summers.,23,1:00:16,1:00:39
89,3,,The Winklevosses attempt to get Zuck expelled. Summers is not interested.,Summers wasn't interested.,205,1:00:39,1:04:04
90,1,dramatic license,Angry twins break doorknob.,They didn't break the doorknob.,11,1:04:04,1:04:15
91,3,,Zuck & Saverin visit advertisers in NYC.,They met advertisers together.,32,1:04:15,1:04:47
92,3,,Zuckerberg is antisocial in the meeting.,Zuckerberg couldn't be bothered with advertisers.,32,1:04:47,1:05:19
93,3,,Lawyers asks about meeting with Sean Parker.,They met Parker in NY.,11,1:05:19,1:05:30
94,2,,They wait for Sean Parker at 66 in NY.,They met at 66 in NY.,30,1:05:30,1:06:00
95,3,,"Saverin was nervous about meeting ""wildcard"" Parker.",Saverin didn't trust Parker.,15,1:06:00,1:06:15
96,3,,"Parker arrives, confident & suave.",Parker was super-popular.,45,1:06:15,1:07:00
97,3,,It was a Shaunathon.,Parker told them his recent life story.,2,1:07:00,1:07:02
98,3,,Good times.,The bar was a real hotspot.,8,1:07:02,1:07:10
99,3,,Saverin rolls his eyes over Parker.,Saverin thought Parker was narcissistic.,7,1:07:10,1:07:17
100,3,,Only Saverin is not having any fun.,All but Saverin had fun.,9,1:07:17,1:07:26
101,3,,Parker takes them through Napster.,"Parker was open with them about everything, including Napster's implosion. ",2,1:07:26,1:07:28
102,3,,Parker takes them through Napster & bankruptcy.,"Parker was open with them about everything, including Napster's implosion. ",21,1:07:28,1:07:49
103,3,,Parker talks about his second venture.,Parker told them everything.,8,1:07:49,1:07:57
104,3,,Parker talks about being at the top of a hot dot com.,Parker gave them all the details.,8,1:07:57,1:08:05
105,0,,Saverin claims Parker was paranoid.,Not in the book.,8,1:08:05,1:08:13
106,3,,Parker tells everyone he's been followed & bugged.,Parker thought he was being followed.,26,1:08:13,1:08:39
107,0,,Saverin says Parker was delusional.,Not in the book.,1,1:08:39,1:08:40
108,2,,Parker claims he brought the record companies down.,Parker thought he brought the record companies down. ,20,1:08:40,1:09:00
109,3,,Parker tells story after story.,Parker told them everything. ,14,1:09:00,1:09:14
110,3,,A million dollars isn't cool.,Parker & Zuckerberg hit it off instantly.,54,1:09:14,1:10:08
111,2,,A Billion dollars is cool.,Parker had always aimed for a billion dollars.,10,1:10:08,1:10:18
112,2,,Parker advises them to get a billion dollar valuation.,Parker aimed at $1bn.,32,1:10:18,1:10:50
113,3,,Parker pays for dinner.,Parker paid for dinner.,10,1:10:50,1:11:00
114,2,,"Parker suggests dropping the ""The"" from ""TheFacebook""",Parker wanted to dispense with the 'The'.,18,1:11:00,1:11:18
115,2,,Saverin & Zuck disagreeing about how to monetise Facebook.,Saverin & Zuckerberg disagreed.,23,1:11:18,1:11:41
116,-1,,Saverin is accused of animal cruelty.,Not in the book.,57,1:11:41,1:12:38
117,0,,Zuckerberg reading an article in The Crimson that incriminates Saverin for something.,Zuckerberg didn't read the article.,5,1:12:38,1:12:43
118,3,,Saverin explains he had to carry a chicken around.,Phoenix Club chicken rituals were well known.,10,1:12:43,1:12:53
119,0,dramatic license,The Crimson mentions Saverin.,Saverin was never mentioned explicitly. ,7,1:12:53,1:13:00
120,3,,Saverine says he has never tortured a chicken.,Saverin had been cluelessly trying to keep it alive.,9,1:13:00,1:13:09
121,0,dramatic license,Zuck points out how scathing the article is.,Zuckerberg didn't read the article.,4,1:13:09,1:13:13
122,-1,,Saverin tries to explain the chicken thing.,The depositions details aren't in the book. ,7,1:13:13,1:13:20
123,0,dramatic license,Zuckerberg says someone has to answer for this.,Zuckerberg didn't care.,2,1:13:20,1:13:22
124,3,,Saverin already had to deal with the animal rights group.,Animal rights group complained.,22,1:13:22,1:13:44
125,2,,Zuckerberg says he is using Facebook to cheat on a paper.,Zuckerberg used a website to cheat on a paper.,31,1:13:44,1:14:15
126,-1,,Saverin upset that Zuck mentioned the chicken.,The depositions details aren't in the book. ,28,1:14:15,1:14:43
127,3,,They fight about spending the summer in California.,Zuckerberg wanted to spend the summer in Silicon Valley.,85,1:14:43,1:16:08
128,3,,Boozy coding competition.,The internship interviews involved coding & drinking.,102,1:16:08,1:17:50
129,3,,Saverin agrees to summer in Silicon Valley.,Saverin agreed to the summer in Silicon Valley.,39,1:17:50,1:18:29
130,3,,Crazy antics in Palo Alto house.,They took a house in suburban Palo Alto. ,47,1:18:29,1:19:16
131,2,,Parker is unexpectedly at the door.,Zuckerberg ran into Parker unexpectedly.,28,1:19:16,1:19:44
132,3,,Saverin isn't around. He's on an internship in NY.,Saverin was offered an intership in NY.,43,1:19:44,1:20:27
133,3,,Zuck offers Parker a room in their house. Parker accepts.,Parker moved in with Zuckerberg & the team.,235,1:20:27,1:24:22
134,3,,The twins loose to the Dutch in London.,The twins lost the Regatta to the Dutch.,102,1:24:22,1:26:04
135,3,,The twins find out Facebook has spready to the UK.,The twins found out TheFacebook had gone international while in London.,119,1:26:04,1:28:03
136,2,,The twins finally decide to sue.,They decided a lawsuit was inevitable.,56,1:28:03,1:28:59
137,3,,California house is trashed.,They trashed the house.,39,1:28:59,1:29:38
138,0,character development,Saverin is drenched at the door. Zuck didn't pick him up from the airport.,Zuckerberg did pick Saverin up from the airport.,62,1:29:38,1:30:40
139,3,,Saverin not happy with Parker's presence.,Saverin resented Parker's involvement in the business side.,70,1:30:40,1:31:50
140,3,,Zuck & Saverin argue. Saverin has quit his internship to support Facebook.,Saverin quit his internship to focus on Facebook.,87,1:31:50,1:33:17
141,3,,Saverin freezes the Facebook account.,Saverin froze the account. ,19,1:33:17,1:33:36
142,3,,Zuck has a meeting where they filmed The Towering Inferno.,"The meeting was at 555 California Street, where the movie was filmed. ",13,1:33:36,1:33:49
143,3,,Investor Thiel offers them $500K.,Thiel invested $500k. ,38,1:33:49,1:34:27
144,1,character development,Christy in a jealous rage with Saverin.,Not in the book.,97,1:34:27,1:36:04
145,3,,Zuck is furious. Christy sets fire to her gift from Saverin.,Kelly set fire to Saverin's gift in her own dorm.,45,1:36:04,1:36:49
146,3,,Zuck tells Saverin he needs him in San Francisco.,Zuckerberg & Saverin made up on the phone.,59,1:36:49,1:37:48
147,2,,Saverine breaks up with his jealous girlfriend.,Saverin broke up with Kelly.,9,1:37:48,1:37:57
148,2,,Zuck smiling.,He was pretty happy with events.,7,1:37:57,1:38:04
149,3,,Saverin reels off the initial share ratios.,These were the initial share ratios.,66,1:38:04,1:39:10
150,3,,"Saverin didn't realise he was ""signing his own death sentence""",Saverin felt betrayed. ,62,1:39:10,1:40:12
151,3,,Zuckeberg is not going back to Harvard.,Zuckerberg dropped out of Harvard in 2004.,22,1:40:12,1:40:34
152,3,,"Zuckerberg, in pyjamas, about to pull a prank on an investor.",They did pull such a prank. ,54,1:40:34,1:41:28
153,3,,Saverin attends the millionth member party.,Saverin was handed papers unexpectedly. ,47,1:41:28,1:42:15
154,3,dramatic license,Saverin finds his shares have been diluted. Angry.,"Saverin's shares were diluted, but he didn't smash things up. ",52,1:42:15,1:43:07
155,1,dramatic license,Saverin's shares diluted to 0.03%.,"Saverin's shares were diluted to below 10%, not as low as 0.03%. ",2,1:43:07,1:43:09
156,0,character development,Saverin furious about being squeezed out. Thinks Zuck is jealous.,Zuckerberg didn't act on jealousy.,99,1:43:09,1:44:48
157,0,dramatic license,Parker offers him a cheque for $19K. Saverin takes a swing at him.,Saverin & Parker weren't the violent type.,30,1:44:48,1:45:18
158,0,character development,Zuck annoyed with parker for being too rough.,Not in the book.,42,1:45:18,1:46:00
159,0,character development,Parker mentions an intern Zuck is interested in.,Not in the book.,40,1:46:00,1:46:40
160,3,,Facebook passes its millionth member mark.,Facebook reached one million members within 10 months.,30,1:46:40,1:47:10
161,3,,Parker at a party excited about new Facebook features.,Parker was partying with a young employee.,40,1:47:10,1:47:50
162,3,,The police arrive.,The police broke up the party. ,14,1:47:50,1:48:04
163,3,,Parker enthused. People around him take coke.,Parker had ideas about life itself moving online.,35,1:48:04,1:48:39
164,3,,Parker tries to get rid of the drug evidence.,Parker was arrested in 2005. ,64,1:48:39,1:49:43
165,0,character development,Zucker looks stressed.,This wasn't in the book.,6,1:49:43,1:49:49
166,2,,Parker calls Zuck from the police station.,Zuckerberg realised Parker had to leave Facebook at this point. ,72,1:49:49,1:51:01
167,3,,"Zuck's business card says ""I'm the CEO, bitch...""","Zuckerberg had two sets of business cards, one read 'CEO' & the other, 'I'm CEO... bitch'.",16,1:51:01,1:51:17
168,3,,Zuck is advised to take a settlement.,The case ended in a settlement.,147,1:51:17,1:53:44
169,1,character development ,Zuckerberg friends his ex-GF Erica on Facebook.,Zuckerberg became the world's youngest billionaire in 2010.,52,1:53:44,1:54:36
170,3,character development ,Zuckerberg becomes the youngest billionaire in the world.,Zuckerberg became the world's youngest billionaire in 2010.,119,1:54:36,1:56:35
