,truth_int,fiction type ,film_condensed,reality_condensed,duration,start,end
19,3,,Northup  & others made to wash naked outside. ,The slaves had to sponge off under supervision. ,35,0:17:32,0:18:07
20,3,,"Northup talks to others, tries to find a solution.",Northup discussed escape options with two others.,55,0:18:07,0:19:02
21,3,,Eliza  & her daughter are thrown in to the pen. ,Eliza  & her daughter were added to the sale group. ,15,0:19:02,0:19:17
22,3,,The captives are lined up.,Northup  & the others were lined up for travel. ,31,0:19:17,0:19:48
23,3,,"They arrive at a dock, moved onto a boat.",They were sent to the docks on a wagon.,45,0:19:48,0:20:33
24,3,,Ray warns Northup to keep his identity quiet.,Ray advised Northup not to tell people who he was. ,75,0:20:33,0:21:48
25,-1,dramatic license,A captor removes a muzzle from Roberts.,We couldn't find a source for this.,25,0:21:48,0:22:13
26,2,narrative convenience,"Northup, Ray  & Robert plan their escape. ","Northup, Robert  & Arthur discussed escaping. ",57,0:22:13,0:23:10
27,0,dramatic license,"Robert protects Eliza from rape, is stabbed to death.",Robert died of smallpox. ,75,0:23:10,0:24:25
28,2,dramatic license,Northup  & Ray push Robert's body overboard. ,A sailor pushed the body overboard. ,34,0:24:25,0:24:59
29,1,narrative convenience,"Ray's master awaits at the docks, claims him. ",Arthur was rescued by his friends at the dock. ,40,0:24:59,0:25:39
30,3,,Northup sits looking at the slaves around him.,There were at least 50 waiting to be sold. ,23,0:25:39,0:26:02
31,2,narrative convenience,Flashback - Northup shopping with his rich happy family. ,The Northups shopped at Parkers. ,80,0:26:02,0:27:22
32,-1,dramatic license,"A slave enters the shop, his master apologises. ",We couldn't find a source for this.,24,0:27:22,0:27:46
33,2,character development,Northup gets a slap when he doesn't respond to his slave name.,Nobody knew who Platt was supposed to be = confusion.,49,0:27:46,0:28:35
34,3,,Freeman slaps slave flesh like livestock.,Freeman checked their 'soundness' like animals.,29,0:28:35,0:29:04
35,3,,Freeman exhibits his 'stock' to buyers.,Freeman arranged his 'stock' carefully for viewing.,39,0:29:04,0:29:43
36,2,narrative convenience,Ford wants to buy Eliza  & Northup.,Ford did want to buy Eliza  & Northup. ,34,0:29:43,0:30:17
37,3,,"Freeman sells Eliza's son, Eliza begs they not be separated.",Randall was sold despite Eliza's begging. ,31,0:30:17,0:30:48
38,3,,"Ford offers to buy Eliza's daughter, Freeman refuses.","Freeman kept Eliza's light-skinned daughter, a valuable girl.  ",78,0:30:48,0:32:06
39,3,,"They arrive at Ford's, told to rest  & eat.",Ford's slaves were rested  & fed on arrival. ,48,0:32:06,0:32:54
40,2,character development,Tibeats  & Chapin brief the slaves.,Tibeats was chief carpenter  & Chapin overseer.,68,0:32:54,0:34:02
41,3,,"The slaves chop tries, saw wood etc.",Timber felling was the main job at Ford's.,63,0:34:02,0:35:05
42,3,,Ford reads the slaves bible passages.,Ford read the bible to his slaves every sabbath. ,18,0:35:05,0:35:23
43,3,,The slaves meet a group of Native Americans in the woods.,"Northup often joined the Native Americans, watched them dance. ",52,0:35:23,0:36:15
44,2,narrative convenience,"Tibeats  & Northup debate a plan, Ford choses Northup's plan.",Ford did choose Northup's idea. ,75,0:36:15,0:37:30
45,2,narrative convenience,"Northup's plan works, he's highly praised.",Ford praised Northup  & the other slaves cheered him.,65,0:37:30,0:38:35
46,0,character development,Ford gives Northup a violin.,Ford didn't give Northup a violin.,62,0:38:35,0:39:37
47,2,dramatic license,Eliza weeps for her children.,Eliza wept constantly for her children.,135,0:39:37,0:41:52
48,3,,Eliza weeps as Ford reads from the bible. ,Eliza wept constantly. ,27,0:41:52,0:42:19
49,3,,Tibeats antagonises Northup.,Tibeats was constantly on Northup's back.,80,0:42:19,0:43:39
50,2,narrative convenience,"Two men drag Eliza away, she's sobbing.","Eliza was often sobbing,  & was moved from job to job as a result.",26,0:43:39,0:44:05
51,3,,"Flashback - Eliza talks of her early life as a pampered slave, it how it ended.",Eliza's previous master was in love with her. His daughter sent her away.,70,0:44:05,0:45:15
52,3,,"Tibeats goes to whip Northup for nothing, Northup attacks him.",Northup retaliated  & totally lost it. ,66,0:45:15,0:46:21
53,3,,"Chapin intervenes, Tibeats runs off.",Chapin was sympathetic to Northup. ,73,0:46:21,0:47:34
54,3,,Tibeats returns with two men.,Tibeats came back with two friends from nearby plantations.,28,0:47:34,0:48:02
55,2,dramatic license,"They put a noose around Northup's neck, start hoisting. ",They would have hung Northup if Chapin hadn't stopped them. ,79,0:48:02,0:49:21
56,2,dramatic license,Northup is left dangling for a really long time.,"Northup wasn't hanging by his neck, but was left tied for many hours. ",174,0:49:21,0:52:15
57,3,,Ford gallops over  & slashes the rope.,"Ford galloped in, cut Northup's ropes. ",10,0:52:15,0:52:25
58,2,narrative convenience,Northup rests in the great house as Ford guards him.,Chapin guarded Northup as he rested in the great house.,67,0:52:25,0:53:32
59,0,dramatic license,"Northup tells Ford he's a freeman, Ford won't hear it.",Northup never told Ford of his status. ,60,0:53:32,0:54:32
60,2,narrative convenience,Epps insists the bible prescribes lashes for disobedient slaves. ,"Tanner gave this speech, not Epps. ",68,0:54:32,0:55:40
61,3,,"Northup picks cotton, an overseer cracks the whip.",The whip was cracked all day at Epps'. ,29,0:55:40,0:56:09
62,3,,Epps' predeliction for Patsey becomes apparent. ,Epps lusted after Patsey. ,119,0:56:09,0:58:08
63,3,,Northup is whipped for his low cotton yield.,The slaves were whipped for low yields.,16,0:58:08,0:58:24
64,-1,character development,Patsey sits weaving dollies.,We couldn't find a source for this.,68,0:58:24,0:59:32
65,3,,"Epps storms the slave huts at night, demanding dancing.",Epps frequently demanded dance parties. ,28,0:59:32,1:00:00
66,3,,Northup plays violin while other slaves are made to dance.,Epps made them dance while Northup played.,25,1:00:00,1:00:25
67,3,,Epps' wife throws a decanter at Patsey's face.,Mrs Epps often threw broken bottles etc at Patsey.,80,1:00:25,1:01:45
68,2,character development,Epps' wife sends Northup for groceries. ,Northup fetched groceries for Mrs Epps.,100,1:01:45,1:03:25
69,-1,dramatic license,Northup stumbles upon a lynching.,We couldn't find a source for this.,114,1:03:25,1:05:19
70,3,,Northup reaches Bartholemew's store.,Northup picked things up from the store often.,28,1:05:19,1:05:47
71,1,dramatic license,"Mrs Epps asks if there was any trouble, Northup lies no.",No trouble for Northup to lie about. ,15,1:05:47,1:06:02
72,0,character development,"North fetches Patsey from Mrs Shaw's, where they all sit  & have tea.",This scene was invented to give Mrs Shaw a voice. ,232,1:06:02,1:09:54
73,2,narrative convenience,Northup tells Patsey to walk away from Epps. Epps starts a fight with him. ,Epps started a fight in a jealous rage. ,172,1:09:54,1:12:46
74,3,,Northup lies contemplating in his hut.,Northup contemplated his situation near constantly. ,38,1:12:46,1:13:24
75,3,,Epps rapes Patsey.,Epps repeatedly raped & beat Patsey. ,121,1:13:24,1:15:25
76,3,,Northup notes Mrs Epps has ordered paper from the store.,Northup noticed paper in his grocery collection.,23,1:15:25,1:15:48
77,3,,"Northup steals a sheet of paper, hides it.","Northup stole a sheet of paper, hid it under boards. ",35,1:15:48,1:16:23
78,2,character development,"Mrs Epps offers treats to all but Patsey, demands Patsey beaten.",Mrs Epps treated Patsey with violent jealousy. ,127,1:16:23,1:18:30
79,0,misreading of source?,Patsey begs Northup to drown her.,Mrs Epps asked Northup to drown Patsey.,154,1:18:30,1:21:04
80,2,character development,"Epps' fields are barren, blames the slaves.",The harvest was poor but we don't know who he blamed.,57,1:21:04,1:22:01
81,2,narrative convenience,The pickers are rented to Judge Turner.,Northup was rented to Turner for a season. ,59,1:22:01,1:23:00
82,2,narrative convenience,Flashback to failed letter-writing scene.,Northup tried many times to write a letter.,45,1:23:00,1:23:45
83,3,,Turner says Northuo can keep proceeds from violin performances.,Turner allowed Northup to keep proceeds from fiddling. ,59,1:23:45,1:24:44
84,1,dramatic license,Northup carves his family's names into his violin.,He doesn't mention carving their names. ,39,1:24:44,1:25:23
85,3,,Northup plays fiddle at a masked ball.,He played at various events through the season. ,61,1:25:23,1:26:24
86,-1,dramatic license,"Epps has a little black girl with him, his  & Patsey's daughter?",We couldn't find a source for this.,113,1:26:24,1:28:17
87,3,,A white man joins the cotton pickers.,A white man hoping to be overseer was put with the pickers.,29,1:28:17,1:28:46
88,-1,dramatic license,Armbsy is scolded for his low yield. ,We couldn't find a source for this.,47,1:28:46,1:29:33
89,2,narrative convenience,Armbsy expresses sympathy for slaves to Northup.,Armsby said enough for Nothup to risk trusting him.,107,1:29:33,1:31:20
90,3,,Northup pays Armbsy to mail a lettter.,Northup offered Armbsy his fiddling money to mail a letter.,123,1:31:20,1:33:23
91,2,narrative convenience,Northup gets to writing a letter.,Northup wrote a letter with boiled maple juice  & a duck feather.,45,1:33:23,1:34:08
92,3,,"Armbsy turns Northup in, Epps challenges him. Northup gets out of it.","Armsby turned Northup in, but he persuaded Epps Armsby was lying.",187,1:34:08,1:37:15
93,3,,Northup burns the letter.,"Northup burnt the letter, afraid of being caught with it. ",57,1:37:15,1:38:12
94,0,dramatic license,"Abram collapses in the field, dies.",Abram didn't die during Northup's tenure as a slave. ,48,1:38:12,1:39:00
95,0,dramatic license,Northup buries Abram.,Abram didn't die during Northup's tenure as a slave. ,38,1:39:00,1:39:38
96,0,,The slaves sing by Abram's graveside.,Abram didn't die during Northup's tenure as a slave. ,130,1:39:38,1:41:48
97,3,,Bass debates the ethics of slavery with Epps.,Bass was anti-slavery  & argued it everywhere.,211,1:41:48,1:45:19
98,3,,"Epps can't find Patsey, he's enraged.",Patsey was missing for a few hours.,79,1:45:19,1:46:38
99,2,dramatic license,"Patsey returns, Epps forces Northup to lash her.",Northup was made to lash Patsey on her return.,390,1:46:38,1:53:08
100,3,,The women clean Patsey's wounds.,Patsey's wounds were tended with melted tallow.,52,1:53:08,1:54:00
101,-1,dramatic license,Northup destroys his violin.,We couldn't find a source for this.,44,1:54:00,1:54:44
102,3,,"Northup asks Bass for help, he agrees.",Northup persuaded Bass to write to his friends. ,231,1:54:44,1:58:35
103,3,,Time passes. Northup waits in agony.,"A lot of time passed, Northup began to give up.",105,1:58:35,2:00:20
104,2,narrative convenience,"The sheriff arrives with Parker, rescue Northup.",Henry Northup  & the sheriff rescued Northup.,167,2:00:20,2:03:07
105,3,,Patsey  & Northup embrace.,Patsey embraced Northup as he left.,59,2:03:07,2:04:06
106,2,narrative convenience,"Northup rejoins his family, including a new grandson. ",Northup was reunited with his family. His grandson was named after him. ,200,2:04:06,2:07:26
107,3,,Northup never got justice.,Northup never got justice. ,62,2:07:26,2:08:28
